Original,Translate,Translate_GPT_1
E’ sì s’armar co•molto gran valore,Ils se sont armés d'une grande valeur.,Ils se sont équipés d'un grand courage.
"Per dar a Gielosia pene e dolore,",Pour donner du pénis et de la douleur à Jalouxy,Pour infliger des souffrances et des tourments à Jaloux
Se contra lor stesse alle difese;,s'ils se défendent contre eux-mêmes;,S'ils se défendaient.
"Ed alcun prese   scudo, altro pavese,","et certains ont pris des boucliers, des épées,","Certains ont pris des boucliers, d'autres des tranchants."
"Ispade, e lancie, a molto gran romore,","et des lances, avec un grand bruit,","et lance, avec un grand tonnerre."
Diciendo ciaschedun al Die d’Amore,en disant chacun au Dieu d'Amour,invoquant le Seigneur de l'Amour
"Che quelle guardie saran morte, e prese.",que ces gardes seraient tués et capturés.,que ces gardes seraient assassinés et emprisonnés.
"Or sì vi conterò la contenenza,",Je vais vous dire ce qui s'est passé.,Je vais vous dire ce qui s'est passé.
Che Falsenbiante fecie in quella andata,ce que Falsenbian a fait de cette façon,Ce que Falsenbian a fait à ce moment-là
Colla su’ amica Costretta-Astinenza:,avec son amie Costretta-Astinenza:,Avec son ami d'abstinence forcée.
"E’ non menar co•llor già giente armata,","Ils n'ont pas bougé avec ces gens armés,","Ils n'ont pas bougé avec ces gens armés,"
"Ma come giente di gran penitenza,","mais en tant que gens d'une grande pénitence,","Mais en tant que gens d'une grande repentance,"
Si mosser per fornir ben lor giornata.,Ils ont déménagé pour leur offrir une bonne journée.,Ils ont déménagé pour leur offrir une merveilleuse journée.
"Astinenza Costretta, la primera,","Abstinence forcée, la première,","Abstinence forcée, la première"
"Sì si vestì di roba di renduta,","Et il se revêtit de vêtements qu`il avait livrés,",Il s'habille de vêtements modestes.
"Velata che non fosse conosciuta,","voilé pour ne pas être reconnu,",caché pour ne pas être identifié.
Con un i•man faciea preghera;,"avec un chapelet dans la main, il pria;",avec une couronne de perles dans sa main.
"La ciera sua non parea molto fera,","son apparence n'a pas semblé trop féroce,",Son apparence ne semblait pas trop menaçante.
Anz’era humile e piana divenuta.,"En effet, il était devenu humble et simple.","Au lieu de cela, il était devenu humilié et modeste."
Al una filza avea penduta,Il a accroché un chapelet autour de son cou.,Il a accroché une couronne de prière autour de son cou.
"Di paternostri, e ’l laccio di fil iera;",de notre père et un cordon de fil de fer,La prière paternelle et une chaîne métallique.
Ed i•mano un bordone di ladorneccio,et dans la main un bâton de bois de sapin,et dans la main un roseau d'épinette en bois
"Portava, il qual le donò ser Baratto:","Il portait, que M. Baratto lui avait donné :","Il portait, ce que M. Baratto vous a conféré."
"Già non era di melo, né di leccio:","Ce n'était ni du chêne de pomme, ni du chêne vert.",Ce n'était ni pomme ni hêtre.
"Il suocier le l’avea tagliato, e fatto;",le beau-père les avait retranchés et faits;,Son beau-père les avait abattus et les avait produits.
La scarsella avea piena di forneccio.,Le sac était plein de marchandises volées.,Le sac était plein de marchandises volées.
Ver’ Mala-Bocca andò per darli matto.,Il est allé à Mala-Bocca pour paniquer.,Il est allé à Mala-Bocca pour devenir fou.
"Falso-Senbiante, sì com’on di coro,","Faux-Senbian, comme un homme d'église","Faux-senbien, en tant qu'homme religieux"
"Religioso, e di santa vita,",Religieux de la vie sainte,"Dévoué, pieux, saint."
S’aparechiò: e’ si avea vestita,"Il s'est préparé, il s'est habillé.","Il s'était préparé, il s'était habillé."
La roba frate Alberto d’Agi-moro;,avec les vêtements du frère Alberto d'Agi-moro;,dans les vêtements du frère Alberto d'Agi-moro.
Il su’ bordon non fu di secomoro,Son personnel n'était pas sycomore,Son bâton n'était pas de l'érable.
Ma di gran falsità ben ripulita;,mais d'un grand mensonge bien aplani;,mais d'une grande mendicité bien lissée.
La sua scarsella avea pien’ e fornita,son sac était plein et fourni,Son sac était plein et bien rempli.
Di tradigion più che d’argiento o d’oro;,de trahison plutôt que d'argent ou d'or;,de l'infidélité plutôt que de l'argent ou de la richesse.
Ed una al collo tutta sola,Et un autour de son cou toute seule,Ella avait un collier toute seule.
"Portava, in seno avea rasoio taglente,","Il portait, il avait un rasoir tranchant dans son sein,","Il portait, il avait un rasoir aiguisé dans la poitrine."
"Ch’e ’l fecie fabricare a Taglia-gola,","qu'il avait fait à Tagliagola,",qu'il a commandé à Tagliagola
Di che quel Malabocca maldiciente,avec lequel cet homme malveillant malicieux,Avec qui ce murmureur maléfique
"Fu poi strangolato, ch’e’ tal gola","Il a ensuite été étranglé, parce que cette gorge",Il a ensuite été étouffé à cause de ce cou.
Avea de dir male d’ognie giente.,Il a toujours eu de mauvaises paroles à propos de tous les gens.,Il a toujours eu des mots sévères à propos de chaque personne.
Così n’andaro in lor pellegrinagio,Alors ils sont partis en pèlerinage.,Ils ont commencé leur chemin de pèlerinage
La buona pellegrina e ’l pellegrino;,le bon pèlerin et le bon pèlerin;,Le voyageur bienveillant et le voyageur.
"Ver’ Mala-Bocca tener lor camino,","à Malabossa, ils gardèrent leur chemin,","Vers Malabossa, ils se rendirent sur leur chemin."
Ch’e’ troppo ben guardava su’ passagio.,qui ont trop bien surveillé leur passage.,qui ont surveillé attentivement leur transit.
"E Falsenbiante, malizioso e sagio,","Faux-biens, malicieux et rusés,","Intelligent, rusé et maléfique,"
"Il salutò col capo molto chino,","Il le salua avec la tête très prosternée,",Il l'a accueilli avec un arc profond.
"E’ sì gli dissi: «I’ son mastro divino,","et lui dit: Je suis un maître divin,","Il lui dit: ""Je suis un instructeur divin,"
Sì siàn venuti a voi per ostellagio».,Nous sommes venus à vous pour l'hospitalité. »,Nous sommes venus vous accueillir.
"Mala-Bocca conobe ben Senbiante,","Mala-Bocca connaissait bien Senbiante,",Mala-Bocca était au courant de Senbiante.
Ma non ch’e’•ffose Falso; sì rispuose,mais il ne savait pas que c'était faux; il répondit:,Mais il ne savait pas que c'était de la Falsité; il répondit:
C’ostel darebe lor: «Venite avante».,"qui lui donnerait l'hospitalité: ""Allez de l'avant.""",qui lui donnerait de l'hospitalité : « Asseyez-vous. »
"Ad Astinenza molto mente puose,","Il a accordé beaucoup d'attention à l'abstinence,",Il a consacré beaucoup de soins à l'abstinence.
"Ch’e’ veduta l’avea per volte mante,","qui l'avait vue dans le passé,",qu'il avait déjà observé.
Ma per Costretta già mai no•lla spuose.,"Mais pour Constetta, elle n'a jamais rien remarqué.",Mais il n'avait jamais rien remarqué pour Obligated.
Malabocca sì ’nchiede i pellegrini,Eglises de Malabocca aux pèlerins,Malabocca a interrogé les voyageurs
Di loro stato e di lor condizione;,leur état et leur état;,de leur situation et de leur position.
E’ dimandò qual era la cagione,et a demandé quelle était la raison,et a demandé quelle était la raison
Ch’e’ gli andavan sì matti e sì tapini.,Ils sont devenus si fous et si pauvres.,Alors ils sont devenus si fous et si indigents.
"Que’ disser: «No’ sì siàn mastri divini,","Ils dirent: «Nous ne sommes pas des docteurs divins,","Ils dirent: ""Nous ne sommes pas des chefs célestes,"
E sì cierchiamo in ognie regione,et nous recherchons dans chaque région,Examinons tous les domaines et recherchons tous les domaines.
"De l’anime, che vanno a perdizione,","les âmes qui vont à la perdition,","Des âmes qui vont à l'extinction,"
Per rimenargli a lor dritti camini.,pour les remettre sur leur bonne voie.,Ramenez-les sur le bon chemin.
Or par che•ssia piaciuto al Salvatore,"Maintenant, on dirait que le Sauveur l'aimait bien.",Maintenant il semble avoir été apprécié par le Rédempteur
"D’averci qui condotti per vo’ dire,","de nous avoir amenés ici pour vous parler,",de nous avoir guidés ici pour discuter.
E gastigar del vostro grande errore,et de corriger votre grosse erreur,Corriger votre grosse erreur
S’e’ vi piacie d’intender e d’udire».,si vous voulez écouter et entendre.,S'il vous plaît d'écouter et de percevoir.
"O fatto, i’ sì son presto d’ubidire».","Maintenant, je suis prêt à obéir.","Maintenant, je suis prêt à obéir."
"Astinenza sì cominciò a parlare,","L'abstinence commença à parler,",Il a commencé à parler.
"E disse: «La vertude più sovrana,",et dit: «La vertu la plus souveraine.,"Et il a proclamé: ""La plus haute qualité"
"Che possa aver la criatura humana,",afin qu'il ait une créature humaine,Qu'une personne possède
Si è della sua lingua rifrenare.,est de contrôler sa langue.,c'est de veiller sur son discours.
"Sovr’ogn’altra persona, a noi sì pare,","Pour nous, il semble, plus que toute autre personne,","Il nous semble, plus que n'importe qui d'autre,"
Ch’esto peccato in voi fioriscie e grana;,Que ce péché s'épanouit et se multiplie en vous;,Puisse cette erreur germer et se propager en vous.
"Se no ’l lasciate, egli è cosa ciertana","Si vous ne le laissez pas, il est certain","Si vous ne l'abandonnez pas, c'est inévitable."
"Che nello ’Nferno vi conviene andare,","que tu devrais aller en enfer,",qu'en enfer on vous conseille d'y aller.
Ché pez’à c’una truffola levaste,parce qu'avec une fraude vous avez escroqué,Parce qu'avec une arnaque vous avez trompé
"Sopra ’l valetto, che vo’ ben sapete.","le valet, que vous connaissez bien.","Le serviteur, que vous connaissez bien."
Con grande torto voi il difamaste,Vous l'avez calomnié.,Vous l'avez injustement calomnié.
"Ch’e’ non pensava a•cciò, che vo’ credete.",disant qu'il n'a pas pensé à ce que vous croyez.,Dire qu'il n'avait pas à l'esprit ce que vous pensez.
"Bellacoglienza tanto ne gravaste,","Bellacoglienza si opprimée,","Accueil chaleureux, très opprimé."
Ch’ella fu messa là ove vo’ vedete».,qui a été placé là où vous le voyez.,qui a été placé là où vous le voyez.
Udendo Mala-Bocca c’Astinenza,Entendre Malabocca que l'abstinence,À l'écoute de Malabocca que l'abstinence
"Sì forte il biasimava, e riprendea,",Il l'a tellement blâmé.,Il lui en voulait tellement.
"Sì•ssi crucciò, e disse ch’e’ volea",il a pleuré et a dit qu'il voulait,Il s'est attristé et a déclaré qu'il désirait
C’andasser fuor   della su’apartenenza:,"pour qu'ils sortent de sa maison,",afin qu'ils se détournent de sa demeure.
«Vo’ credete coprir Bellacoglienza,"""Vous pensez que vous couvrez Bellacoglienza","""Vous pensez cacher Bellacoglienza"
"Di ciò, che quel valetto far credea.",pour ce que ce valet a dit qu'il avait fait.,Pour ce que ce serviteur prétendait avoir accompli.
Bello dissi e dirò ch’ela volea,Je vais te dire ce qu'elle voulait.,J'ai déclaré et répété qu'elle désirait
"Donargli il Fior, e quest’era sua ’ntenza.","Donnez-lui la Fleur, et c'était son intention.","Donnez-lui le bourgeon, et c'était son but."
"Que’ lo ’nnerrò del bascio, quest’è cierto,","Il l'a trompé avec un baiser, c'est sûr.","Il a triché avec un baiser, c'est indiscutable."
"Per ch’i’ vi dico, a voi divinatori,","Je vous le dis, prédicateurs,","C'est pourquoi je vous exhorte, les orateurs."
Che questo fatto non fia già coverto.,que ce fait ne sera jamais couvert.,que cet événement ne sera jamais caché.
Vo’ mi parete due inganatori:,Tu ressembles à deux escrocs.,Vous ressemblez à deux escrocs.
"Andate fuor di casa, che ’n aperto","Va-t'en de chez toi, car ouvertement","Commencez par chez vous, pour clairement"
Vi dico ch’i’ non vo’ tapinatori».,"Je vous le dis, je ne veux pas tricher.","Je te le dis, je ne veux pas d'arnaques."
Falso-Senbiante disse: «Per merzede,"Faux-Sénbien a dit: ""S'il vous plaît","Le faux simulateur a dit, ""S'il vous plaît,"
"Vi priego, Malabocca, c’ascoltiate;","S'il vous plaît, Malabocca, écoutez.","Je vous en prie, Malheur, écoutez."
"Ché, quand’uon conta pura veritate,","parce que quand quelqu'un dit seulement la vérité,","Parce que quand quelqu'un dit juste la réalité,"
"Molt’è folle colu’, che no•lla crede.",C'est fou qui ne le croit pas.,C'est fou qui ne l'accepte pas.
Vo’ sete ben ciertano che•ll’uon non vede,Vous êtes sûr que l'homme ne voit pas,Vous êtes absolument convaincu que l'homme ne perçoit pas
Che ’l valletto vi porti nimistade;,que le valet ne porte aucune rancune contre toi.,que le serviteur n'a pas de ressentiment
Sed egli amasse tanto l’amistade,mais s'il aimait tant l'amitié,mais s'il avait tant apprécié l'amitié
"Del Fior, quanto vo’ dite, a buona fede,","de la Fleur, comme vous le dites, avec sincérité,","Del Fiore, comme vous le dites, avec honnêteté."
"Egli à gran peza ch’e’ v’avria morto,",Il aurait eu de bonnes raisons de vous tuer.,Il aurait eu de grandes raisons de vous éliminer.
Avendogli voi fatto tal oltraggio.,lui ayant fait un tel outrage.,L'offenser si gravement.
"Ma non vi pensa e non si n’è acorto,",Mais il n'y pense pas et il ne le remarque pas.,Mais il n'y pense pas et il ne le réalise pas.
E tuttor sì vi mostra buon coragio:,"et vous montre toujours un bon courage,",et vous montre toujours une bonne valeur.
"E’ servirebevi a dritto e a torto,","Il vous sert à juste titre et injustement,",Vous avez besoin de juste et injustement.
"Come que’ ch’è cortese, e prode, e saggio».","comme ceux qui sont courtois, vaillants et sages.","C'est gentil, courageux et sage."
Ser Malabocca si fu ripentuto,Ser Malabocca s'est repenti,Ser Malabocca a regretté.
"Di ciò, ch’egli avea detto o perpensato,","de ce qu'il a dit ou pensé,",de ce qu'il a dit ou conçu
Ched e’ credette ben aver fallato;,croyant qu'il avait tort;,Je suis convaincu d'avoir fait une erreur.
Sì disse a Falsenbiante: «Il vostro aiuto,"Il a dit à Falsenbian: ""Votre aide","dit à Falsenbian: ""Votre contribution"
"Convien ch’i’ agia, ch’i’ non sia perduto».","Il est approprié que j'ai, que je ne sois pas perdu","Il est bénéfique que je possède, afin de ne pas être dispersé."
