,Paradiso,Parafrasi
1052," «Figlio, queste son le chiose di quel che ti fu detto"," «Figlio, queste sono le spiegazioni di ciò che ti fu detto"
1053, ecco le ’nsidie che dietro a pochi giri son nascose, ecco le insidie che ti attendono nel giro di pochi anni
1054," Non vo’ però ch’a’ tuoi vicini invidie, poscia che s’infutura la tua vita vie più là che ’l punir di lor perfidie»","Non voglio però che tu serbi rancore ai tuoi concittadini, poiché la tua vita è destinata a durare assai oltre la punizione che attende la loro perfidia» "
1055," Poi che, tacendo, si mostrò spedita l’anima santa di metter la trama in quella tela ch’io le porsi ordita, ","Dopo che, tacendo, l'anima santa mostrò di aver completato la trama in quella tela di cui le porsi l'ordito , "
1056," io cominciai, come colui che brama, dubitando, consiglio da persona che vede e vuol dirittamente e ama","io cominciai, come colui che ha un dubbio e desidera un consiglio da una persona che vede, vuole e ama secondo giustizia"
1057," «Ben veggio, padre mio, sì come sprona lo tempo verso me, per colpo darmi tal, ch’è più grave a chi più s’abbandona","«Io vedo bene, padre mio, che il tempo avanza velocemente verso di me per darmi un colpo tale, che è tanto più grave quanto più uno si abbandoni ad esso"
1058," per che di provedenza è buon ch’io m’armi, sì che, se loco m’è tolto più caro, io non perdessi li altri per miei carmi","dunque è necessario che io mi armi di buona prudenza, così che, se sarò allontanato dal luogo a me più caro , io non perda gli altri a causa dei miei versi"
1059," Giù per lo mondo sanza fine amaro, e per lo monte del cui bel cacume li occhi de la mia donna mi levaro, ","Giù nel mondo infinitamente amaro , e lungo il monte dalla cui bella cima gli occhi della mia donna mi sollevarono , "
1060," e poscia per lo ciel, di lume in lume, ho io appreso quel che s’io ridico, a molti fia sapor di forte agrume","e in seguito in Paradiso, di Cielo in Cielo, ho appreso cose che, se le riferirò, avranno per molti un sapore sgradevole"
1061," e s’io al vero son timido amico, temo di perder viver tra coloro che questo tempo chiameranno antico»","e se io sarò timido amico della verità , temo di non avere la possibilità di vivere tra coloro che definiranno antico questo tempo »"
1062," La luce in che rideva il mio tesoro ch’io trovai lì, si fé prima corusca, quale a raggio di sole specchio d’oro","La luce in cui brillava il mio tesoro  che io trovai lì, dapprima si fece splendente, come uno specchio d'oro colpito dal sole"
1063, indi rispuose,quindi rispose
1064, «Coscïenza fusca o de la propria o de l’altrui vergogna pur sentirà la tua parola brusca, «Una coscienza sporca per la colpa propria o di altri sentirà certo le tue parole come sgradevoli
1065," Ma nondimen, rimossa ogne menzogna, tutta tua visïon fa manifesta","Tuttavia, rimossa ogni menzogna, rendi manifesto tutto ciò che hai visto, "
1066, e lascia pur grattar dov’ è la rogna,e lascia pure che chi ha la rogna si gratti 
1067," Ché se la voce tua sarà molesta nel primo gusto, vital nodrimento lascerà poi, quando sarà digesta","Infatti la tua voce, se sarà spiacevole al primo assaggio, poi quando sarà assimilata lascerà un nutrimento vitale"
1068," Questo tuo grido farà come vento, che le più alte cime più percuote","Questo tuo grido sarà come un vento che colpisce di più le cime più alte, "
1069, e ciò non fa d’onor poco argomento,e ciò non è motivo di poco onore
1070," Però ti son mostrate in queste rote, nel monte e ne la valle dolorosa pur l’anime che son di fama note, ","Perciò in questi Cieli, in Purgatorio e nella dolorosa valle dell'Inferno ti sono mostrate solo le anime che sono molto famose, "
1071," che l’animo di quel ch’ode, non posa né ferma fede per essempro ch’aia la sua radice incognita e ascosa, ","poiché l'animo di colui che ascolta non dà retta e non presta fede a un esempio che abbia la sua radice nascosta e sconosciuta , "
1072, né per altro argomento che non paia»,né a un altro argomento che non sia di tutta evidenza»
1074," Già si godeva solo del suo verbo quello specchio beato, e io gustava lo mio, temprando col dolce l’acerbo","Ormai il beato godeva solo delle sue parole, e io di quelle che avevo udito, attenuando l'asprezza  con la dolcezza "
1075, e quella donna ch’a Dio mi menava disse,e quella donna che mi guidava a Dio disse
1076, «Muta pensier," «Non ti abbattere, "
1077, pensa ch’i’ sono presso a colui ch’ogne torto disgrava»,pensa che io sono vicina a Colui che ripara ogni ingiustizia»
1078, Io mi rivolsi a l’amoroso suono del mio conforto,Io mi rivolsi a colei che mi confortava con l'amorevole suono della sua voce
1079," e qual io allor vidi ne li occhi santi amor, qui l’abbandono", e non posso certo descrivere qui l'amore che io vidi allora nei suoi occhi santi
1080," non perch’ io pur del mio parlar diffidi, ma per la mente che non può redire sovra sé tanto, s’altri non la guidi","non solo perché io non mi fido delle mie capacità espressive, ma perché la mia memoria non può tornare a ricordare tanto, se non è sorretta da Dio"
1081," Tanto poss’ io di quel punto ridire, che, rimirando lei, lo mio affetto libero fu da ogne altro disire, ","Di quel momento posso dire solo che, guardando Beatrice, il mio affetto fu libero da ogni altro desiderio, "
1082," fin che ’l piacere etterno, che diretto raggiava in Bëatrice, dal bel viso mi contentava col secondo aspetto","fino a che la bellezza eterna di Dio, che raggiava direttamente in Beatrice, si rifletteva verso di me dal suo bel viso"
1083," Vincendo me col lume d’un sorriso, ella mi disse","Vincendomi con la luce del suo sorriso, Beatrice mi disse"
1084, «Volgiti e ascolta, «Voltati e ascolta
1085, ché non pur ne’ miei occhi è paradiso»," infatti, il Paradiso non è soltanto nei miei occhi»"
1086," Come si vede qui alcuna volta l’affetto ne la vista, s’elli è tanto, che da lui sia tutta l’anima tolta, ","Come talvolta sulla Terra si vede l'affetto nello sguardo, se questo è tale che tutta l'anima sia presa da lui, "
1087," così nel fiammeggiar del folgór santo, a ch’io mi volsi, conobbi la voglia in lui di ragionarmi ancora alquanto",così nello sfolgorio di quella luce santa  verso cui mi voltai capii quanto il beato avesse ancora desiderio di parlarmi un poco
1088, El cominciò,Egli cominciò
1089," «In questa quinta soglia de l’albero che vive de la cima e frutta sempre e mai non perde foglia, ","«In questo quinto Cielo dell'albero , che riceve la vita dalla cima, fruttifica sempre e non perde mai le foglie, "
1090," spiriti son beati, che giù, prima che venissero al ciel, fuor di gran voce, sì ch’ogne musa ne sarebbe opima","ci sono spiriti beati che sulla Terra, prima di morire, ebbero gran fama, al punto che potrebbero essere grandi muse"
1091, Però mira ne’ corni de la croce,Perciò osserva nei bracci laterali della croce
1092," quello ch’io nomerò, lì farà l’atto che fa in nube il suo foco veloce»"," lo spirito che nominerò, compirà l'atto che nella nube fa il lampo »"
1093," Io vidi per la croce un lume tratto dal nomar Iosuè, com’ el si feo","Io vidi che, al nominare Giosuè, una luce si mosse per la croce all'unisono, "
1094, né mi fu noto il dir prima che ’l fatto,tanto che l'ascoltare e il vedere avvennero allo stesso tempo
1095," E al nome de l’alto Macabeo vidi moversi un altro roteando, e letizia era ferza del paleo","E al nome del nobile Maccabeo vidi un'altra luce muoversi girando su se stessa, e la gioia era la frusta che faceva muovere la trottola"
1096," Così per Carlo Magno e per Orlando due ne seguì lo mio attento sguardo, com’ occhio segue suo falcon volando","Così, ai nomi di Carlo Magno e Orlando, il mio sguardo attento ne seguì altre due, come l'occhio che segue il volo del proprio falcone da caccia"
1097," Poscia trasse Guiglielmo e Rinoardo e ’l duca Gottifredi la mia vista per quella croce, e Ruberto Guiscardo","Poi Guglielmo d'Orange e Rinoardo e Goffredo di Buglione attrassero la mia vista lungo quella croce, e così Roberto Guiscardo"
1098," Indi, tra l’altre luci mota e mista, mostrommi l’alma che m’avea parlato qual era tra i cantor del cielo artista","In seguito, essendosi mossa per riunirsi alle altre luci, l'anima che mi aveva parlato  mi si mostrò degna artista tra quei cantori del cielo "
1099," Io mi rivolsi dal mio destro lato per vedere in Beatrice il mio dovere, o per parlare o per atto, segnato","Io mi voltai alla mia destra perché Beatrice mi indicasse il mio dovere, espresso nelle sue parole o nei suoi gesti"
1100," e vidi le sue luci tanto mere, tanto gioconde, che la sua sembianza vinceva li altri e l’ultimo solere","e vidi i suoi occhi tanto splendenti, tanto pieni di gioia, che il suo aspetto superava in bellezza qualunque altro solitamente avesse e l'ultimo che avevo visto"
1101," E come, per sentir più dilettanza bene operando, l’uom di giorno in giorno s’accorge che la sua virtute avanza, ","E come l'uomo, sentendo una maggiore gioia nel fare il bene, di giorno in giorno si accorge di accrescere la propria virtù, "
1102," sì m’accors’ io che ’l mio girare intorno col cielo insieme avea cresciuto l’arco, veggendo quel miracol più addorno","così io mi accorsi che il mio ruotare intorno col Cielo era divenuto più ampio, vedendo che la bellezza di Beatrice era aumentata"
1103," E qual è ’l trasmutare in picciol varco di tempo in bianca donna, quando ’l volto suo si discarchi di vergogna il carco, ","E come una donna dal colorito pallido riacquista velocemente il suo aspetto, quando il suo volto perde il rossore della vergogna, "
1104," tal fu ne li occhi miei, quando fui vòlto, per lo candor de la temprata stella sesta, che dentro a sé m’avea ricolto","così fu nei miei occhi, quando mi voltai, per il candore della temprata sesta stella, che mi aveva accolto dentro di se"
1105, Io vidi in quella giovïal facella lo sfavillar de l’amor che lì era segnare a li occhi miei nostra favella,"Io vidi nella stella di Giove le anime che vi erano ospitate e che sfolgoravano, formando delle lettere visibili ai miei occhi"
1106," E come augelli surti di rivera, quasi congratulando a lor pasture, fanno di sé or tonda or altra schiera, ","E come uccelli levatisi in volo da un fiume, quasi rallegrandosi a vicenda del pasto consumato, si raggruppano in cerchio o in altre forme, "
1107," sì dentro ai lumi sante creature volitando cantavano, e faciensi or D, or I, or L in sue figure","così dentro quelle luci le anime sante cantavano volteggiando, e assumevano l'aspetto ora di una 'D', ora di una 'I' o di una 'L'"
1108," Prima, cantando, a sua nota moviensi","Dapprima, cantando, si muovevano al ritmo del loro canto"
1109," poi, diventando l’un di questi segni, un poco s’arrestavano e taciensi"," poi, trasformandosi in uno di questi segni , si fermavano e tacevano un poco"
1110," O diva Pegasëa che li ’ngegni fai glorïosi e rendili longevi, ","O divina Pegasea, che fai gloriosi gli ingegni e li rendi longevi, "
1111," ed essi teco le cittadi e ’ regni, ","ed essi grazie a te fanno lo stesso con città e regni, "
1112," illustrami di te, sì ch’io rilevi le lor figure com’ io l’ho concette","dammi la tua ispirazione, così che io ricordi quelle figure così come le ho viste"
1113, paia tua possa in questi versi brevi, risplenda in questi pochi versi tutta la tua potenza
1114, Mostrarsi dunque in cinque volte sette vocali e consonanti,"Dunque si mostrarono in tutto trentacinque lettere, tra vocali e consonanti"
1115," e io notai le parti sì, come mi parver dette"," e io annotai mentalmente le lettere, così come mi parve che fossero scritte"
1116," ‘DILIGITE IUSTITIAM’, primai fur verbo e nome di tutto ’l dipinto",'Amate la giustizia' furono il verbo e il nome che apparvero per primi in tutta la figura
1117," ‘QUI IUDICATIS TERRAM’, fur sezzai", 'voi che giudicate la Terra' furono gli ultimi
1118, Poscia ne l’emme del vocabol quinto rimasero ordinate,"In seguito si fermarono nella emme della quinta parola, "
1119, sì che Giove pareva argento lì d’oro distinto,"in modo tale che Giove, di colore argenteo, risaltava del loro splendore dorato"
