id,Original,Translate
1299," e tanto d’uno in altro vaneggiai, che li occhi per vaghezza ricopersi, e ’l pensamento in sogno trasmutai"," e io vaneggiai dall'uno all'altro, tanto che per stanchezza chiusi gli occhi e tramutai i miei pensieri in sogni"
1301," Ne l’ora che non può ’l calor dïurno intepidar più ’l freddo de la luna, vinto da terra, ","Nell'ora in cui il calore del giorno non può più affievolire il freddo dei raggi lunari, estinto dal freddo della Terra "
1302," e talor da Saturno ","e talvolta da quello di Saturno, "
1303," —quando i geomanti lor Maggior Fortuna veggiono in orïente, innanzi a l’alba, surger per via che poco le sta bruna—,","quando i geomanti vedono la figura della Fortuna Maior che sorge a oriente, prima dell'alba, venendo ben presto offuscata dalla luce solare, "
1304,"  mi venne in sogno una femmina balba, ne li occhi guercia, e sovra i piè distorta, con le man monche, e di colore scialba","vidi in sogno una donna balbuziente, con gli occhi storti e i piedi zoppi, con le mani rattrappite e di colorito smorto"
1305," Io la mirava","Io la guardavo, "
1306," e come ’l sol conforta le fredde membra che la notte aggrava, così lo sguardo mio le facea scorta la lingua, ","e come il sole riscalda le membra infreddolite durante la notte, così il mio sguardo le rendeva la lingua sciolta, "
1307," e poscia tutta la drizzava in poco d’ora, e lo smarrito volto, com’ amor vuol, così le colorava","e poi le drizzava il corpo in poco tempo, e le colorava il viso smorto di quel colore che l'amore richiede"
1308," Poi ch’ell’ avea ’l parlar così disciolto, cominciava a cantar sì, che con pena da lei avrei mio intento rivolto","Poiché ella aveva acquistato una parlantina sciolta, cominciò a cantare in modo tale che con difficoltà avrei distolto da lei la mia attenzione"
1309," «Io son», cantava, «io son dolce serena, che ’ marinari in mezzo mar dismago","Cantava «Io sono una dolce sirena, che affascino i marinai in mezzo al mare, "
1310," tanto son di piacere a sentir piena",tanto sono piacevole ad ascoltare
1311," Io volsi Ulisse del suo cammin vago al canto mio","Io distolsi Ulisse, pur desideroso del suo cammino, col mio canto"
1312," e qual meco s’ausa, rado sen parte"," e chi si abitua a stare con me, raramente mi abbandona, "
1313," sì tutto l’appago»"," così tanto io lo appago»"
1314," Ancor non era sua bocca richiusa, quand’ una donna apparve santa e presta lunghesso me per far colei confusa"," La sua bocca non si era ancora richiusa, quando apparve accanto a me una donna santa e sollecita, che voleva confondere quell'altra"
1315," «O Virgilio, Virgilio, chi è questa?», fieramente dicea","Ella diceva con fierezza «O Virgilio, Virgilio, chi è questa?», "
1316," ed el venìa con li occhi fitti pur in quella onesta",e lui si avvicinava tenendo lo sguardo fisso su quella onesta
1317," L’altra prendea, e dinanzi l’apria fendendo i drappi, e mostravami ’l ventre","Virgilio prendeva l'altra e le strappava la veste sul davanti, mostrandomi il ventre"
1318," quel mi svegliò col puzzo che n’uscia"," esso mi svegliò col puzzo che ne usciva"
1319," Io mossi li occhi, e ’l buon maestro",Io mossi lo sguardo e il buon maestro
1320," «Almen tre voci t’ho messe», dicea, ","«Ti ho chiamato almeno tre volte», disse,"
1321," «Surgi e vieni","«Alzati e vieni, "
1322," troviam l’aperta per la qual tu entre»",troviamo il passaggio per passare alla Cornice seguente»
1323," Sù mi levai, e tutti eran già pieni de l’alto dì i giron del sacro monte, e andavam col sol novo a le reni","Mi alzai e tutte le Cornici del monte sacro erano illuminate dal sole già alto, così che noi camminavamo col sole alle spalle"
1324," Seguendo lui, portava la mia fronte come colui che l’ha di pensier carca, che fa di sé un mezzo arco di ponte","Seguendo Virgilio, tenevo la fronte bassa come colui che l'ha carica di pensieri, tanto che è simile a un mezzo arco di ponte"
1325," quand’ io udi’ ",quando sentii
1326," «Venite qui si varca» "," «Venite, il passaggio è qui», "
1327," parlare in modo soave e benigno, qual non si sente in questa mortal marca"," con una voce tanto dolce e benevola quale non si sente mai in questo mondo mortale"
1328," Con l’ali aperte, che parean di cigno, volseci in sù colui che sì parlonne tra due pareti del duro macigno","Colui che ci parlò così, spalancando le ali bianche come quelle di un cigno, ci indirizzò in alto tra le due pareti rocciose del monte"
1329," Mosse le penne poi e ventilonne, ‘Qui lugent’ affermando esser beati, ch’avran di consolar l’anime donne","Poi mosse le penne e fece vento, affermando che sono beati quelli che piangono, poiché avranno le anime posseditrici di consolazione"
1330," «Che hai che pur inver’ la terra guati?», la guida mia incominciò a dirmi, ","La mia guida iniziò a dirmi «Che cos'hai, che guardi solo verso il basso?», "
1331," poco amendue da l’angel sormontati",quando eravamo saliti un poco da dove avevamo incontrato l'angelo
1332," E io",E io
1333," «Con tanta sospeccion fa irmi novella visïon ch’a sé mi piega, sì ch’io non posso dal pensar partirmi»"," «Un sogno che ho fatto e che mi fa pensare, mi spinge a camminare pieno di dubbi, perché non posso distogliermi da esso»"
1334," «Vedesti», disse, «quell’antica strega che sola sovr’ a noi omai si piagne",Egli disse «Tu hai visto quell'antica strega  che è il solo peccato punito sopra di noi
1335," vedesti come l’uom da lei si slega"," hai visto come l'uomo se ne può liberare"
1336," Bastiti, e batti a terra le calcagne",Questo ti basti e ora affretta il passo
1337," li occhi rivolgi al logoro che gira lo rege etterno con le rote magne»"," rivolgi lo sguardo al richiamo che il re eterno  fa girare con le ruote celesti»"
1338," Quale ’l falcon, che prima a’ pié si mira, indi si volge al grido e si protende per lo disio del pasto che là il tira, tal mi fec’ io","Come il falcone, che prima guarda a terra e poi si volge al richiamo del padrone e vola per il desiderio del cibo che lo attira, così feci io"
1339," e tal, quanto si fende la roccia per dar via a chi va suso, n’andai infin dove ’l cerchiar si prende"," e con questa sollecitudine salii tutta la scala scavata tra la roccia, fin dove inizia la V Cornice"
1340," Com’ io nel quinto giro fui dischiuso, vidi gente per esso che piangea, giacendo a terra tutta volta in giuso","Non appena mi trovai nella quinta Cornice, vidi anime che piangevano e che giacevano tutte col viso rivolto a terra"
1341," ‘Adhaesit pavimento anima mea’ sentia dir lor con sì alti sospiri, che la parola a pena s’intendea","Sentivo che dicevano 'La mia anima si è attaccata al suolo', con sospiri così profondi che le loro parole si capivano a malapena"
1342," «O eletti di Dio, li cui soffriri e giustizia e speranza fa men duri, drizzate noi verso li alti saliri»","«O anime scelte da Dio, le cui pene sono rese meno dure dalla giustizia e dalla speranza, mostrateci la via per salire alla Cornice successiva»"
1343," «Se voi venite dal giacer sicuri, e volete trovar la via più tosto, le vostre destre sien sempre di fori»","«Se voi camminate senza essere costretti a giacere e volete trovare la via più velocemente, procedete col fianco destro verso la parte esterna della Cornice»"
1344," Così pregò ’l poeta, e sì risposto poco dinanzi a noi ne fu",Così pregò Virgilio e così fu risposto poco lontano da noi
1345," per ch’io nel parlare avvisai l’altro nascosto, e volsi li occhi a li occhi al segnor mio"," e poiché io capii che quell'anima voleva dire altro, rivolsi lo sguardo al mio maestro"
1346," ond’ elli m’assentì con lieto cenno ciò che chiedea la vista del disio"," egli mi disse con un lieto cenno che potevo fare ciò che chiedevo col mio sguardo"
1347," Poi ch’io potei di me fare a mio senno, trassimi sovra quella creatura le cui parole pria notar mi fenno, dicendo","Quando potei fare come volevo, mi portai sopra quell'anima le cui parole prima mi avevano permesso di individuarla, dicendo"
1348," «Spirto in cui pianger matura quel sanza ’l quale a Dio tornar non pòssi, sosta un poco per me tua maggior cura"," «O spirito, in cui le lacrime fanno maturare ciò  senza il quale non si può tornare a Dio, arresta un momento per me la tua maggior preoccupazione"
1349," Chi fosti e perché vòlti avete i dossi al sù, mi dì, e se vuo’ ch’io t’impetri cosa di là ond’ io vivendo mossi»","Dimmi chi tu fosti e perché avete la schiena rivolta in alto, e se vuoi che io ottenga per te qualcosa nel mondo da cui, vivo, provengo»"
1350," Ed elli a me",E lui a me
1351," «Perché i nostri diretri rivolga il cielo a sé, saprai"," «Saprai perché il cielo rivolge a sé i nostri dorsi, "
1352," ma prima scias quod ego fui successor Petri"," ma prima sappi che io fui successore di Pietro "
1353," Intra Sïestri e Chiaveri s’adima una fiumana bella, e del suo nome lo titol del mio sangue fa sua cima","Tra Sestri Levante e Chiavari scende a valle un bel fiume , e la mia casata pone il suo nome sulla parte alta del suo stemma nobiliare"
1354," Un mese e poco più prova’ io come pesa il gran manto a chi dal fango il guarda, che piuma sembran tutte l’altre some","Io provai per poco più di un mese come pesa il manto papale a chi lo preserva dalla corruzione, tanto che ogni altra carica al confronto sembra leggera come una piuma"
1355," La mia conversïone, omè, ","La mia conversione, ahimè, "
1356,fu tarda,fu tardiva
1357," ma, come fatto fui roman pastore, così scopersi la vita bugiarda"," ma non appena divenni pontefice, scoprii quanto bugiarda era la mia vita"
1358," Vidi che lì non s’acquetava il core, né più salir potiesi in quella vita",Capii che in quella carica il mio cuore non trovava appagamento e non potevo aspirare a una dignità più alta
1359," per che di questa in me s’accese amore"," allora mi volsi con amore alla vita eterna"
1360," Fino a quel punto misera e partita da Dio anima fui, del tutto avara","Fino a quel momento ero stata un'anima misera e del tutto separata da Dio, piena di avarizia"
1361," or, come vedi, qui ne son punita"," ora, come vedi, qui ne sconto la giusta pena"
1362," Quel ch’avarizia fa, qui si dichiara in purgazion de l’anime converse",Qui la punizione inflitta alle anime convertite dichiara gli effetti dell'avarizia
1363," e nulla pena il monte ha più amara"," e il monte non ha alcuna pena più amara di questa"
1364," Sì come l’occhio nostro non s’aderse in alto, fisso a le cose terrene, così giustizia qui a terra il merse","Come il nostro sguardo non si levò in alto, restando fisso ai beni terreni, così la giustizia divina qui lo ha rivolto a terra"
1365," Come avarizia spense a ciascun bene lo nostro amore, onde operar perdési, ","E come l'avarizia spense il nostro amore verso ogni bene spirituale, così che perdemmo la possibilità di ben operare, "
1366," così giustizia qui stretti ne tene, ne’ piedi e ne le man legati e presi","così la giustizia ci tiene stretti qui, legati nelle mani e nei piedi"
1367," e quanto fia piacer del giusto Sire, tanto staremo immobili e distesi»"," e staremo qui immobili e stesi a terra tanto quanto piacerà al giusto Signore»"
1368," Io m’era inginocchiato e volea dire",Io mi ero inginocchiato e volevo parlare
1369," ma com’ io cominciai ed el s’accorse, solo ascoltando, del mio reverire, "," ma non appena iniziai e lui si accorse, solo ascoltandomi, della mia riverenza, "
1370," «Qual cagion», disse, «in giù così ti torse?»"," disse «Per quale motivo ti sei chinato in questo modo?» "
1371," E io a lui"," E io a lui"
1372," «Per vostra dignitate mia coscïenza dritto mi rimorse»"," «La vostra alta dignità mi impedì di restare in piedi»"
1373," «Drizza le gambe, lèvati sù, frate», rispuose","Rispose «Drizza le gambe, fratello, alzati in piedi"
1374," «non errar"," Non cadere in errore"
1375," conservo sono teco e con li altri ad una podestate"," io sono soggetto a una stessa autorità, come te e tutti gli altri qui"
1376," Se mai quel santo evangelico suono che dice ‘Neque nubent’ intendesti, ben puoi veder perch’ io così ragiono","Se hai mai compreso quel detto evangelico che dice 'Non ci si ammoglia', puoi ben capire perché dico questo"
