,Inferno,Parafrasi
1342," poi riede, e la speranza ringavagna,  veggendo ’l mondo aver cangiata faccia in poco d’ora, "," poi ritorna e riacquista la speranza,vedendo che il mondo ha cambiato volto  in poco tempo, "
1343, e prende suo vincastro e fuor le pecorelle a pascer caccia, e prende il suo bastone e porta le pecore fuori al pascolo
1344,"  Così mi fece sbigottir lo mastro quand’io li vidi sì turbar la fronte, e così tosto al mal giunse lo ’mpiastro","Così il maestro mi fece impallidire quando io lo vidi col volto così turbato, e altrettanto rapidamente giunse il rimedio al male"
1345,"  ché, come noi venimmo al guasto ponte, lo duca a me si volse con quel piglio dolce ch’io vidi prima a piè del monte","infatti, come noi giungemmo alla rovina del ponte, la mia guida si rivolse a me con l'espressione dolce che vidi in lui ai piedi del colle"
1346,"  Le braccia aperse, dopo alcun consiglio eletto seco riguardando prima ben la ruina, e diedemi di piglio","Aprì le braccia e dopo aver considerato per un po' tra sé guardando bene la rovina, mi sollevò"
1347,"  E come quei ch’adopera ed estima, che sempre par che ’nnanzi si proveggia, così, levando me sù ver’ la cima  d’un ronchione, ","E come colui che agisce e riflette sul da farsi, che sembra sempre pensare prima a cosa fare, così, sollevandomi verso la sporgenza di una roccia, "
1348,"  avvisava un’altra scheggia dicendo: ""Sovra quella poi t’aggrappa",individuava un altro spuntone dicendomi: «Aggrappati poi a quello
1349," ma tenta pria s’è tal ch’ella ti reggia""", ma prima prova a vedere se ti regge»
1350,"  Non era via da vestito di cappa, ché noi a pena, ei lieve e io sospinto, potavam sù montar di chiappa in chiappa","Non era un cammino per gente che indossasse il mantello, poiché noi potevamo a malapena salire di spuntone in spuntone, Virgilio senza il corpo mortale e io spinto da lui"
1351,"  E se non fosse che da quel precinto più che da l’altro era la costa corta, non so di lui, ma io sarei ben vinto","E se non fosse che da quella parte  dell'argine la parete era più corta, non so lui ma io non ce l'avrei fatta"
1352,"  Ma perché Malebolge inver’ la porta del bassissimo pozzo tutta pende, lo sito di ciascuna valle porta  che l’una costa surge e l’altra scende","Ma poiché le Malebolge declinano verso il margine del profondo pozzo, la posizione di ciascuna Bolgia fa sì che una parete è più alta dell'altra"
1353, noi pur venimmo al fine in su la punta onde l’ultima pietra si scoscende," alla fine giungemmo in cima alla rovina, sulla sommità dell'argine"
1354,"  La lena m’era del polmon sì munta quand’io fui sù, ch’i’ non potea più oltre, anzi m’assisi ne la prima giunta","Non avevo più fiato nei polmoni quando fui arrivato in alto, al punto che non potevo proseguire oltre, anzi, mi sedetti non appena arrivai"
1355,"  ""Omai convien che tu così ti spoltre"", disse ’l maestro","Il maestro mi disse: «Ora conviene che tu ti dia da fare, "
1356," ""ché, seggendo in piuma, in fama non si vien, né sotto coltre",poiché sedendo sui cuscini o stando sdraiati sotto le coperte non si acquista la fama
1357,"  sanza la qual chi sua vita consuma, cotal vestigio in terra di sé lascia, qual fummo in aere e in acqua la schiuma","e chi passa la sua vita senza di essa, lascia sulla Terra una traccia di sé paragonabile al fumo nell'aria e alla schiuma nell'acqua"
1358,  E però leva sù,Dunque alzati subito: 
1359," vinci l’ambascia con l’animo che vince ogne battaglia, se col suo grave corpo non s’accascia","vinci l'affanno con l'animo che vince ogni contrasto, se il corpo pesante non l'abbatte"
1360,  Più lunga scala convien che si saglia,Dobbiamo salire una scala ben più ardua
1361, non basta da costoro esser partito, non è sufficiente esserci separati da questi dannati 
1362," Se tu mi ’ntendi, or fa sì che ti vaglia""", e se mi capisci fa' in modo che ciò ti giovi»
1363,"  Leva’ mi allor, mostrandomi fornito meglio di lena ch’i’ non mi sentia, e dissi: ","Allora mi alzai, mostrando di avere maggiore energia di quanto fosse in realtà, e dissi: "
1364,"  ""Va, ch’i’ son forte e ardito""","«Va', che sono forte e pieno di coraggio»"
1365,"  Su per lo scoglio prendemmo la via, ch’era ronchioso, stretto e malagevole, ed erto più assai che quel di pria","Prendemmo la via su per il ponte roccioso, che era impervio, stretto e difficile da percorrere, e assai più ripido di quello precedente"
1366,  Parlando andava per non parer fievole,Per non sembrare affaticato andavo parlando
1367," onde una voce uscì de l’altro fosso, a parole formar disconvenevole", a un tratto si sentì provenire dalla Bolgia una voce che pronunciava parole sconnesse
1368,"  Non so che disse, ancor che sovra ’l dosso fossi de l’arco già che varca quivi","Non so cosa dicesse, anche se ero già al culmine del ponte che sovrastava la fossa"
1369, ma chi parlava ad ire parea mosso, ma chi parlava sembrava che si stesse muovendo
1370,"  Io era vòlto in giù, ma li occhi vivi non poteano ire al fondo per lo scuro","Io guardavo in basso, ma i miei occhi per quanto attenti non potevano vedere il fondo oscuro"
1371," per ch’io: ""Maestro, fa che tu arrivi  da l’altro cinghio e dismontiam lo muro"," allora dissi: «Maestro, cerchiamo di raggiungere la fine del ponte e scendiamo sull'argine"
1372," ché, com’i’ odo quinci e non intendo, così giù veggio e neente affiguro"""," infatti da qui ascolto e non sento, e guardo in basso e non vedo nulla»"
1373,"  ""Altra risposta"", disse, ""non ti rendo se non lo far",Mi disse: «Non ti do altra risposta se non con l'agire
1374," ché la dimanda onesta si de’ seguir con l’opera tacendo""", infatti alla giusta domanda devono seguire i fatti e non le parole»
1375,"  Noi discendemmo il ponte da la testa dove s’aggiugne con l’ottava ripa, e poi mi fu la bolgia manifesta:  ","Noi scendemmo là dove il ponte si congiunge con l'argine dell'ottava Bolgia, e da lì potei vedere la settima:"
1376,"  e vidivi entro terribile stipa di serpenti, e di sì diversa mena che la memoria il sangue ancor mi scipa","e vidi all'interno un orribile groviglio di serpenti, di specie talmente diverse che il solo ricordarlo mi guasta il sangue"
1377,  Più non si vanti Libia con sua rena,"La Libia non si vanti più con la sua sabbia,"
1378," ché se chelidri, iaculi e faree produce, e cencri con anfisibena,  ","poiché se produce chelidri, iacule, faree, cencri e anfisibene, "
1379, né tante pestilenzie né sì ree mostrò già mai con tutta l’Etïopia né con ciò che di sopra al Mar Rosso èe,non mostrò mai tanti animali pestiferi con tutta l'Etiopia e con la regione  all'altezza del Mar Rosso
1380,"  Tra questa cruda e tristissima copia corrëan genti nude e spaventate, sanza sperar pertugio o elitropia:  ","In mezzo a questa orrenda e tristissima calca correvano dannati nudi e spaventati, senza speranza di un rifugio o dell'elitropia:"
1381,  con serpi le man dietro avean legate,"avevano le mani legate dietro la schiena da serpi, "
1382," quelle ficcavan per le ren la coda e ’l capo, ed eran dinanzi aggroppate",che insinuavano lungo la schiena la coda e il capo e si annodavano davanti al ventre
1383,"  Ed ecco a un ch’era da nostra proda, s’avventò un serpente che ’l trafisse là dove ’l collo a le spalle s’annoda","Ed ecco che un serpente si avventò contro un dannato che era dalla nostra parte e lo morse sulla nuca, tra collo e spalle"
1384,"  Né O sì tosto mai né I si scrisse, com’el s’accese e arse, e cener tutto convenne che cascando divenisse","Non si scrissero mai una ""o"" né una ""i"" così velocemente come quello si accese e bruciò, e diventò tutto cenere cadendo a terra"
1385,"  e poi che fu a terra sì distrutto, la polver si raccolse per sé stessa e ’n quel medesmo ritornò di butto","e dopo essere caduto al suolo così ridotto, la cenere si raccolse da sé e il dannato riacquistò improvvisamente le sue sembianze"
1386,"  Così per li gran savi si confessa che la fenice more e poi rinasce, quando al cinquecentesimo anno appressa","Così i saggi narrano che la fenice muore e poi rinasce, quando è vicina ai cinquecento anni di età"
1387,"  erba né biado in sua vita non pasce, ma sol d’incenso lagrime e d’amomo, e nardo e mirra son l’ultime fasce","nella sua vita non si nutre di erba né di biada, ma solo di lacrime di incenso e di amomo, e il suo ultimo nido è fatto di foglie di nardo e mirra"
1388,"  E qual è quel che cade, e non sa como, per forza di demon ch’a terra il tira, o d’altra oppilazion che lega l’omo,  ","E come colui che cade senza saperne la causa, per la forza di un demone che lo tira a terra o di un'ostruzione degli spiriti vitali,"
1389,"  quando si leva, che ’ntorno si mira tutto smarrito de la grande angoscia ch’elli ha sofferta, e guardando sospira:  ","e quando si rialza si guarda intorno, tutto smarrito per il dolore che ha sofferto e guarda sospirando"
1390,  tal era ’l peccator levato poscia,così era il peccatore dopo essersi rialzato
1391," Oh potenza di Dio, quant’è severa, che cotai colpi per vendetta croscia"," Oh, potenza divina, quanto sei severa dal momento che assesti colpi tali per la tua vendetta"
1392,  Lo duca il domandò poi chi ello era,"Il maestro domandò poi al dannato chi fosse, p"
1393," per ch’ei rispuose: ""Io piovvi di Toscana, poco tempo è, in questa gola fiera",er cui rispose: «Io venni dalla Toscana in questa fossa crudele da poco tempo
1394,"  Vita bestial mi piacque e non umana, sì come a mul ch’i’ fui","Mi piacque la vita di una bestia e non di un uomo, proprio come il bastardo che fui"
1395," son Vanni Fucci bestia, e Pistoia mi fu degna tana"""," sono Vanni Fucci, detto la bestia, e Pistoia fu la tana dove sono vissuto»"
1396,"  E ïo al duca: ""Dilli che non mucci, e domanda che colpa qua giù ’l pinse",E io a Virgilio: «Digli che non scappi e chiedigli quale colpa lo ha portato quaggiù
1397," ch’io ’l vidi omo di sangue e di crucci""", infatti lo conobbi quand'era ancora in carne e ossa»
1398,"  E ’l peccator, che ’ntese, non s’infinse, ma drizzò verso me l’animo e ’l volto, e di trista vergogna si dipinse","E il dannato, che sentì, non si nascose ma anzi alzò il viso verso di me e si dipinse tristemente di vergogna"
1399,"  poi disse: ""Più mi duol che tu m’ hai colto ne la miseria dove tu mi vedi, che quando fui de l’altra vita tolto","poi disse: «Mi spiace più che tu mi veda in questa misera condizione, che non di essere stato strappato dalla vita mortale"
1400,  Io non posso negar quel che tu chiedi,Non posso negare quello che mi chiedi
1401," in giù son messo tanto perch’io fui ladro a la sagrestia d’i belli arredi,  e falsamente già fu apposto altrui"," sono dannato in questa Bolgia perché commisi il furto degli arredi sacri nella sacrestia,che fu attribuito a torto ad altri"
1402," Ma perché di tal vista tu non godi, se mai sarai di fuor da’ luoghi bui,  apri li orecchi al mio annunzio, e odi"," Ma affinché tu non possa godere di questa visione, se mai uscirai da questi luoghi oscuri, apri le orecchie e ascolta la mia profezia: "
1403, Pistoia in pria d’i Neri si dimagra," prima Pistoia esilierà i Guelfi Neri, "
1404, poi Fiorenza rinova gente e modi, poi sarà Firenze a liberarsi dei Bianchi
1405,  Tragge Marte vapor di Val di Magra ch’è di torbidi nuvoli involuto,Marte attirerà dalla Val di Magra  un vapore igneo  che sarà avvolto di nere nubi
1406, e con tempesta impetüosa e agra  sovra Campo Picen fia combattuto, e con una tempesta impetuosa e tremenda si combatterà nel territorio pistoiese
1407," ond’ei repente spezzerà la nebbia, sì ch’ogne Bianco ne sarà feruto", quindi il fulmine  spazzerà via la nebbia e ogni Guelfo Bianco sarà ferito
1408,  E detto l’ ho perché doler ti debbia, E ho detto questo per farti del male»
1410,"""Al fine de le sue parole il ladro le mani alzò con amendue le fiche, gridando: "," Quand'ebbe finito di parlare, il ladro alzò entrambe le mani col pollice tra l'indice e il medio, gridando: "
1411,"""Togli, Dio, ch’a te le squadro"""," «Prendi, Dio, poiché le rivolgo a te»"
1412," Da indi in qua mi fuor le serpi amiche, perch’una li s’avvolse allora al collo, come dicesse ’Non vo’ che più diche’","Da quel momento le serpi mi furono amiche, perché una gli si attorcigliò al collo come a dire: ""Non voglio che tu dica altro"""
1413,"  e un’altra a le braccia, e rilegollo, ribadendo sé stessa sì dinanzi, che non potea con esse dare un crollo","e un'altra lo legò attorno alle braccia, annodandosi strettamente davanti, al punto che non poteva fare un solo movimento"
1414,"  Ahi Pistoia, Pistoia, ché non stanzi d'incenerarti sì che più non duri, poi che 'n mal fare il seme tuo avanzi?  ","Ahimè, Pistoia, perché non stabilisci di incenerirti così da non durare più oltre, dal momento che superi con le tue malefatte i tuoi progenitori?"
1415,"  Per tutt’i cerchi de lo ’nferno scuri non vidi spirto in Dio tanto superbo, non quel che cadde a Tebe giù da’ muri","In tutti i Cerchi oscuri dell'Inferno non vidi mai uno spirito tanto superbo contro Dio, neppure quello che cadde giù dalle mura di Tebe "
1416,  El si fuggì che non parlò più verbo,Vanni Fucci fuggì via senza dire altro
1417, e io vidi un centauro pien di rabbia venir chiamando: ," e io vidi un centauro pieno d'ira, che lo chiamava:"
