Original,Translate,Translate_GPT_1
"Astinenza Costretta, la primera,","Abstinencia forzada, la primera,","Abstinencia forzada, la primera"
"Sì si vestì di roba di renduta,","Y se vistió de las vestiduras que había dejado,",Se vestía con ropa modesta.
"Velata che non fosse conosciuta,","velados para no ser reconocidos,",oculto para no ser identificado.
Con un i•man faciea preghera;,con un rosario en la mano oraba;,con una corona de perlas en la mano suplicada.
"La ciera sua non parea molto fera,","su apariencia no parecía demasiado feroz,",Su apariencia no parecía muy amenazante.
Anz’era humile e piana divenuta.,"De hecho, se había vuelto humilde y sencillo.","En cambio, se había vuelto humillado y modesto."
Al una filza avea penduta,Colgó un rosario alrededor de su cuello.,Colgó una corona de oración alrededor de su cuello.
"Di paternostri, e ’l laccio di fil iera;",de nuestro padre y un cordón de alambre de hierro,La oración paternal y una cadena de metal.
Ed i•mano un bordone di ladorneccio,y en la mano un palo de madera de abeto,y en la mano una caña de abeto de madera
"Portava, il qual le donò ser Baratto:","Llevaba, que el Sr. Baratto le había dado:","Llevaba, que el Sr. Baratto le confirió."
"Già non era di melo, né di leccio:",No era ni manzana ni encina:,No era manzana o haya.
"Il suocier le l’avea tagliato, e fatto;",el suegro los había cortado y los había hecho;,Su suegro los había cortado y producido.
La scarsella avea piena di forneccio.,La bolsa estaba llena de artículos robados.,La bolsa estaba llena de artículos robados.
Ver’ Mala-Bocca andò per darli matto.,Fue a Mala-Bocca a enloquecer.,Fue a Mala-Bocca a enloquecer.
"Falso-Senbiante, sì com’on di coro,","Falso-senbio, como un hombre de la iglesia","Falso-senbio, como un hombre religioso"
"Religioso, e di santa vita,",Religiosa de vida santa,"Devoto, piadoso, santo."
S’aparechiò: e’ si avea vestita,"Se preparó, se vistió.","Se preparó, se había vestido."
La roba frate Alberto d’Agi-moro;,con la ropa del fraile Alberto d'Agi-moro;,en la ropa del fraile Alberto d'Agi-moro.
Il su’ bordon non fu di secomoro,Su personal no era Sycamore.,Su palo no era de arce.
Ma di gran falsità ben ripulita;,pero de gran falsedad bien alisado;,pero de gran mendacidad bien suavizado.
La sua scarsella avea pien’ e fornita,su bolsa estaba llena y abastecida,Su bolso estaba lleno y bien surtido.
Di tradigion più che d’argiento o d’oro;,de traición más que de plata u oro;,de infidelidad en lugar de dinero o riqueza.
Ed una al collo tutta sola,Y uno alrededor de su cuello completamente solo.,Ella tenía un collar sola.
"Portava, in seno avea rasoio taglente,",Llevaba una navaja afilada en el pecho.,Llevaba una navaja afilada en el pecho.
"Ch’e ’l fecie fabricare a Taglia-gola,","que había hecho en Tagliagola,",que encargó en Tagliagola
Di che quel Malabocca maldiciente,con la que ese malévolo hombre malévolo,Con quien ese malévolo murmurador
"Fu poi strangolato, ch’e’ tal gola","Entonces fue estrangulado, porque esa garganta",Entonces se asfixió por ese cuello.
Avea de dir male d’ognie giente.,Siempre tuvo malas palabras sobre todas las personas.,Siempre tuvo palabras duras sobre cada persona.
Così n’andaro in lor pellegrinagio,Así que se fueron en su peregrinación,Comenzaron su viaje de peregrinación
La buona pellegrina e ’l pellegrino;,el buen peregrino y el peregrino;,El viajero benevolente y el viajero.
"Ver’ Mala-Bocca tener lor camino,","a Malabossa se mantuvieron en su camino,",Hacia Malabossa se dirigieron por su camino.
Ch’e’ troppo ben guardava su’ passagio.,que vigilaban demasiado bien su paso.,que vigilaban cuidadosamente su tránsito.
"E Falsenbiante, malizioso e sagio,","y Falsenbian, travieso y astuto,","Inteligente, astuto y malvado,"
"Il salutò col capo molto chino,","Lo saludó con la cabeza muy inclinada,",Lo saludó con una profunda reverencia.
"E’ sì gli dissi: «I’ son mastro divino,","y le dijo: ""Yo soy un maestro divino,","Él le dijo: ""Soy un instructor divino,"
Sì siàn venuti a voi per ostellagio».,"Vinimos a ti en busca de hospitalidad.""",Vinimos a ti para darte la bienvenida.
"Mala-Bocca conobe ben Senbiante,","Mala-Bocca conocía bien a Senbiante,",Mala-Bocca estaba al tanto de Senbiante.
Ma non ch’e’•ffose Falso; sì rispuose,pero no sabía que era falso; respondió,Pero no sabía que era Falsidad; respondió
C’ostel darebe lor: «Venite avante».,"que le daría hospitalidad: ""Adelante.""","que le daría hospitalidad: ""Siéntese""."
"Ad Astinenza molto mente puose,","Le dio mucha atención a la abstinencia,",Dedicó mucho tratamiento a la abstinencia.
"Ch’e’ veduta l’avea per volte mante,","que la había visto en el pasado,",que había observado previamente.
Ma per Costretta già mai no•lla spuose.,"Pero para Constatta, nunca se dio cuenta de nada.",Pero nunca se había dado cuenta de nada para Obligated.
Malabocca sì ’nchiede i pellegrini,Iglesias de Malabocca a peregrinos,Malabocca interrogó a los viajeros
Di loro stato e di lor condizione;,su condición y condición;,de su situación y posición.
E’ dimandò qual era la cagione,y preguntó cuál era la razón,y preguntó cuál era la razón
Ch’e’ gli andavan sì matti e sì tapini.,Así que se volvieron tan locos y tan pobres.,Así que se volvieron tan locos y tan indigentes.
"Que’ disser: «No’ sì siàn mastri divini,","Dijeron: «No somos maestros divinos,","Dijeron: «No somos gobernantes celestiales,"
E sì cierchiamo in ognie regione,y buscamos en todas las regiones,Exploremos cada área y busquemos todas las áreas.
"De l’anime, che vanno a perdizione,","almas que van a la perdición,","Almas que van a la extinción,"
Per rimenargli a lor dritti camini.,para ponerlos de nuevo en su camino correcto.,Llévalos de vuelta al camino correcto.
Or par che•ssia piaciuto al Salvatore,Ahora parece que al Salvador le gustó.,Ahora parece haber sido apreciado por el Redentor
"D’averci qui condotti per vo’ dire,","de habernos traído aquí para que hablaras,",para habernos guiado aquí para discutir.
E gastigar del vostro grande errore,y para corregir tu gran error,Corrija su gran error
S’e’ vi piacie d’intender e d’udire».,Si te gusta escuchar y escuchar.,Si te deleita escuchar y percibir.
"O fatto, i’ sì son presto d’ubidire».","Ahora, estoy listo para obedecer.","Ahora, estoy preparado para obedecer."
"Astinenza sì cominciò a parlare,","La abstinencia comenzó a hablar,",Empezó a hablar.
"E disse: «La vertude più sovrana,","y dijo: ""La virtud más soberana.","Y proclamó: ""La más alta calidad"
"Che possa aver la criatura humana,",para que tenga una criatura humana,Que una persona posee
Si è della sua lingua rifrenare.,es controlar su lengua.,es vigilar su discurso.
"Sovr’ogn’altra persona, a noi sì pare,","A nosotros nos parece, más que a cualquier otra persona,","Nos parece a nosotros, más que a nadie,"
Ch’esto peccato in voi fioriscie e grana;,Que este pecado florezca y se multiplique en ti;,que este error brote y se propague en ti.
"Se no ’l lasciate, egli è cosa ciertana","Si no lo dejas, está seguro.","Si no lo abandonas, es inevitable."
"Che nello ’Nferno vi conviene andare,","que deberías ir al infierno,",que en el infierno se te aconseja ir.
Ché pez’à c’una truffola levaste,porque con un fraude has estafado,Porque con una estafa has engañado
"Sopra ’l valetto, che vo’ ben sapete.","el valet, a quien conoces bien.","El sirviente, a quien conoces bien."
Con grande torto voi il difamaste,Con gran error lo has calumniado.,Le has calumniado injustamente.
"Ch’e’ non pensava a•cciò, che vo’ credete.",diciendo que no pensó en lo que crees.,Decir que no tenía en mente lo que piensas.
"Bellacoglienza tanto ne gravaste,","Bellacoglienza tan oprimida,","Bienvenida cálida, muy oprimida."
Ch’ella fu messa là ove vo’ vedete».,que se ha colocado donde se ve.,que se ha colocado donde se ve.
Udendo Mala-Bocca c’Astinenza,Escuchar a Malabocca que la abstinencia,Escuchando a Malabocca que la abstinencia
"Sì forte il biasimava, e riprendea,","Lo culpó tan fuerte,",Lo culpó tan severamente.
"Sì•ssi crucciò, e disse ch’e’ volea",se entristeció y dijo que quería,Se entristeció y declaró que deseaba
C’andasser fuor   della su’apartenenza:,"para que salgan de su casa,",para que se apartaran de su morada.
«Vo’ credete coprir Bellacoglienza,"""Crees que estás cubriendo a Bellacoglienza","""Crees que estás escondiendo Bellacoglienza"
"Di ciò, che quel valetto far credea.",por lo que el criado dijo que había hecho.,Por lo que aquel siervo decía haber logrado.
Bello dissi e dirò ch’ela volea,Te diré lo que quería.,Declaré y reiteré que ella deseaba
"Donargli il Fior, e quest’era sua ’ntenza.","Dale la flor, y esa era su intención.","Dale el capullo, y ese era su propósito."
"Que’ lo ’nnerrò del bascio, quest’è cierto,","Lo engañó con un beso, eso es seguro.","Hizo trampa con un beso, eso es indiscutible."
"Per ch’i’ vi dico, a voi divinatori,","Así que les digo, predicadores,","Por eso les insto a ustedes, los oradores."
Che questo fatto non fia già coverto.,que este hecho nunca será cubierto.,que este evento nunca será ocultado.
Vo’ mi parete due inganatori:,Parecen dos ladrones:,Pareces dos estafadores.
"Andate fuor di casa, che ’n aperto","Aléjate de casa, porque abiertamente","Empieza desde casa, porque claramente"
Vi dico ch’i’ non vo’ tapinatori».,"Te lo digo, no quiero hacer trampas.","Te lo digo, no quiero estafadores."
Falso-Senbiante disse: «Per merzede,"Falso-Senbio dijo: ""Por favor","Falso Simulador dijo, ""Por favor,"
"Vi priego, Malabocca, c’ascoltiate;","Por favor, Malabocca, escucha;","Te lo suplico, Malvado, escucha."
"Ché, quand’uon conta pura veritate,","porque cuando alguien sólo dice la verdad,","Porque cuando alguien dice la realidad,"
"Molt’è folle colu’, che no•lla crede.",Es una locura que no lo crea.,Es una locura que no lo acepte.
Vo’ sete ben ciertano che•ll’uon non vede,Usted está seguro de que el hombre no ve,Usted está absolutamente convencido de que el hombre no percibe
Che ’l valletto vi porti nimistade;,que el criado no guarda rencor contra ti.,que el siervo no tiene resentimiento
Sed egli amasse tanto l’amistade,pero si amaba tanto la amistad,pero si hubiera apreciado tanto la amistad
"Del Fior, quanto vo’ dite, a buona fede,","de la Flor, como dices, con sinceridad,","Del Fiore, como usted dice, con honestidad."
"Egli à gran peza ch’e’ v’avria morto,",Habría tenido grandes razones para matarte.,Habría tenido grandes razones para eliminarte.
Avendogli voi fatto tal oltraggio.,haber hecho tal ultraje a él.,Ofendedle tanto.
"Ma non vi pensa e non si n’è acorto,",Pero no piensa en ello y no lo nota.,Pero no piensa en ello y no se da cuenta.
E tuttor sì vi mostra buon coragio:,"y siempre te muestra buen coraje,",y siempre te muestra un buen valor.
"E’ servirebevi a dritto e a torto,","Él te sirve recta e injustamente,",Se necesita justa e injustamente.
"Come que’ ch’è cortese, e prode, e saggio».","como los que son cortés, valiente y sabio.","Como amable, valiente y sabio."
Ser Malabocca si fu ripentuto,Ser Malabocca se arrepintió,Ser Malabocca se arrepintió.
"Di ciò, ch’egli avea detto o perpensato,","de lo que dijo o pensó,",de lo que dijo o concibió
Ched e’ credette ben aver fallato;,creyendo que estaba equivocado;,Estoy convencido de que cometí un error.
Sì disse a Falsenbiante: «Il vostro aiuto,"Le dijo a Falsenbian: ""Tu ayuda","le dijo a Falsenbian: ""Tu contribución"
"Convien ch’i’ agia, ch’i’ non sia perduto».","Es apropiado que tengo, que no estoy perdido","Es beneficioso que poseo, para no ser dispersado."
"E, mantenente si fu inginochiato,",E inmediatamente se arrodilló.,Instintivamente se inclinó.
E’ disse: «I’ si vogli’esser confessato,"y dijo: ""Quiero ser confesado.","""Y declaró: ""Deseo ser absuelto""."
"D’ognie peccato,   che m’è avenuto».",de todo pecado que he cometido,de toda transgresión que he cometido
"Astinenza-Costretta il prese allora,","Abstinencia-Coast se lo llevó entonces,","El fortalecimiento de la salida lo agarró entonces,"
"Che•ss’era molto ben sobarcolata,","porque tenía mucha experiencia,",Desde que tenía mucha experiencia.
E Falsenbiante col rasoio lavora:,y Falsenbiante trabajó con la navaja:,Falsenbian estaba dedicado al uso de la navaja.
A Mala-Bocca la gola à tagliata.,En Malabocia se corta la garganta,En Malabocia se corta la garganta
E po’ ruper la porta san’ dimora:,Entonces rompieron la puerta de la casa.,Luego atravesaron la puerta de la casa.
Largheza e Cortesia l’àno passata.,y Ancho y cortesía pasarlo,La amplitud y la bondad lo transmitirán.
Tutti quatro passarono il portale,Los cuatro pasarán por el portal.,Los cuatro cruzaron el umbral.
E si trovarono dentro a la porpresa.,y la sorpresa que encontraron dentro,y el descubrimiento fue encontrado dentro
"La Vechia, che del castro era sciesa,","La vieja, que había bajado de la torre.","La Vecchia, que había descendido de la torre."
"Quando gli vide, le ne parve male,","Cuando lo vio, le disgustó,","Cuando lo vio, se arrepintió de él,"
Ma tuttavia non ne fecie segniale.,Pero él no lo señaló.,Pero no dio ninguna indicación de ello.
"Largheza e Cortesia sì l’àno atesa,","Ancho y cortesía lo estaban esperando,",La amplitud y la bondad lo esperaban.
"E disserle: «Madonna, san’ difesa","Y ellos dijeron, Madonna, sin defensa.","Exclamaron: ""Santo, indefenso""."
Potete prender quanto il nostro vale:,Puedes tomar todo lo que es nuestro.,Recoge todo lo que nos pertenece.
"Chéd egli è vostro, sanza farne parte.",Porque es tuyo sin ser parte de él.,porque él es tuyo sin ser parte integral de él.
"E sì ve ne doniàn già la sagina,","Y si ya te damos la bolsa,",Si ya te ofrecemos la bolsa.
