Original,Translate,Translate_GPT_1
"Co’ buon’ mastri divin’ ne feci guerra,",Jag har fört krig med de goda lärarna.,Jag kämpade mot de visa lärarna.
Perch’e’ questo sermone predicaro,därför att de predikade denna lära,Varför de spred denna lära
"Al popolo a Parigi, e sì ’l provaro","till folket i Paris, och de bevisade det.",Folket i Paris visade detta tydligt.
"C’uon, ch’è truante, col Diavol s’aferra.",Den som lever på allmosor förenar sig med djävulen.,Låt en man som bor i limousiner förenas med djävulen.
"Ancor, po’ che Giesù si tornò in cielo,","Och sedan Jesus hade återvänt till himmelen,","Återigen, efter att Jesus hade stigit upp till himlen,"
San Paolo predicava i conpagnioni,Paulus predikade för sina kamrater,Paulus predikade för sina reskamrater.
"Ched e’ sì non vendeser lo,","som inte sålde något,",att de inte erbjöd något.
"Sì ch’e’ di grazia fecier lor sermoni,","så att deras tal blev av nåd,",så att deras tal var av elegans.
"Di lor lavor vivieno, già no ’l vi cielo,","levde av sitt arbete, väntade ingenting från himlen,","De lever med sitt yrke, utan att förvänta sig något från ovan."
"Sanza fondar castella, né magioni.",utan att bygga slott eller stora hus.,utan att bygga stora palats eller hus.
"Ver è ch’e’ ci à persone ispeziali,","Det är sant att det finns speciella människor,",Det råder inget tvivel om att det finns exceptionella människor.
"Che van cherendo lor vita per Dio,","leva sina liv för Gud,","som lever för Guds skull,"
Per ch’i’   vi dico ben c’al parer mio,"Det är därför jag säger det, enligt min åsikt,","Det är därför jag säger till er att, enligt min mening,"
Egli è mercié far   bene a que’ cotali.,Det är värt att göra gott mot dem.,Det är berömvärt att göra gott mot dessa människor.
"Di questi sono alquanti bestiali,",Av dessa är de ganska okunniga,Dessa är ganska okultiverade.
"Che non ànno iscienza in lavorio,","och som inte har någon kunskap om [detta] verk,",och som inte har någon kunskap om arbetet.
"Ed altri v’à, che l’ànno, ma è rio","och andra som har det, men det är","och andra som äger det, men det är sällsynt"
"Il tenpo, e lor guadagni sì son frali.",Tiden och deras inkomster är ömtåliga.,Tiden och deras vinster är instabila.
"À ’ncor di gientil giente discacciata,",Fortfarande snälla människor har jagats,Fortfarande älskvärda människor har blivit relegerade.
"Che non son costumati a lavorare,","som inte är vana vid att arbeta,",De är inte bekanta på jobbet.
Ma son viuti sol di lor entrata.,Att bara leva med sina inkomster.,Att bara existera med sina inkomster.
"A cota’   gienti dé ciascun donare,","För dessa människor är det rätt att ge,","För dessa människor är det lämpligt att ge,"
Ché lor limosina è bene inpiegata:,Ty deras allmosor äro väl använda.,eftersom deras välgörenhet är väl investerad
Si è mercié atarli   governare.,Det är rätt att styra dem.,"Styr dem, styr dem."
"Ad alcun altro, che•ffa lavoraggio,","Till någon annan, som arbetar","Till någon annan, som arbetar"
"Ma ben sua vita trar non ne poria,",Men de kunde inte överleva ensamma.,Men de kunde inte stå emot på egen hand.
"Sì gli consente Idio ben truandia,","Gud låter dem leva med allmosor,",Gud låter dem leva av kärlek.
"Per quel, che gli falliscie al su’ managio;","på grund av det han saknar att leva,",på grund av vad den behöver för att överleva.
"Od altro povero, c’avesse   coragio",eller för andra fattiga som har modet,andra fattiga människor som har modet
"Di volere studiar   in chericia,","för att vilja studera i clericate,",Stipendier på seminariet.
Gran mercied’è a farli cortesia,Det är en stor välgörenhet att hjälpa dem.,Det är en stor godhet att hjälpa dem.
Insin ch’e’ sia   de la scienza sagio;,"till dess de blir visa i kunskap,",till dess de förstår [sanningen].
E se ’n cavalleria   alcun volesse,och om någon ville ha kavalleriet,Om någon ville ha kavalleriet.
"Intender per la fede asealzare,",tills han kunde rida bra och ha vapnen,Så länge han kunde montera bra och göra sig av med vapnen.
"Non falleria   già, sed e’ chiedesse","Han skulle inte vara fel att be,",Han skulle inte vara fel att tigga.
"Infin ch’e’ sé potesse   ben montare,","till dess han kunde samla på sig [Guds] gåvor,",tills han kunde massa
E avere spezieria   ch’e’ potesse,och har det nödvändiga kapitalet med vilket,och har det oumbärliga kapitalet med vilket
Conduciersi nella terra d’oltremare».,Vandra i det utomeuropeiska landet,utforska det utländska landet
"«Dì, Falsenbiante, in che maniera puote","Säg, Falsknbiant, hur kan du","Utbrista, Impostor, hur"
"Seguire Idio chi à tutto venduto,","Följ Gud, som har sålt allt","Tillbedjan av Gud, som har gett bort allt"
"Ed àllo tutto a’ pover’ dispenduto,",och spenderade allt på de fattiga,och har skingrat allt för de behövande
"E le sue borse son rimase vote,","och hans fickor är tomma,",Och hans väskor är övergivna.
"Ed è forte, e possente, e à grosse gote?",Och han är stark och kraftfull och med stora kinder?,Och han är kraftfull och kraftfull och med framträdande kinder?
Gli sarebe per dritto concieduto,Det skulle vara med rätt som beviljas honom,Det borde ha varit hans rätt.
"C’a trar sua vita domandasse aiuto,","för att be om hjälp att muntra upp sitt liv,",som ber om hjälp att höja dess existens.
"Come quest’altri, che•ttu or mi note?».",Som de andra du har visat mig nu?,Som de andra du har visat mig nu?
«Dico di no: che se Dio fe’ comando,"""Jag säger inte: om Gud har gett befallningen",Utropar fel: Om Gud har gett ordern
"C’on desse tutto a’ poveri, e po’ ’L sieva,",för att ge allt till de fattiga och sedan för att så,"Fördela allt till de behövande, och sedan sprida sig."
"La Sua ’ntenzion non fu in truandando,","Hans avsikt var inte att stjäla,",Han ville inte dra ifrån.
"E questo intendimento ti ne lieva,","och denna avsikt gör dig fri,",och denna strävan befriar dig
"Ma con buon’opere tuttor lavorando,","men med goda gärningar alltid fungerar,",men alltid handla med goda gärningar.
C’uon forte in truandar l’anima grieva.,Du undviker att tynga din själ med stöld.,Du undviker att tynga ner din själ genom att stjäla.
"Ancor una crudel costuma abiamo,",Vi har fortfarande en grym sed:,Vi har fortfarande en sedvanlig grymhet.
Contra cui no’ prendiamo   la nimistade:,mot vilka vi inte tar fientlighet:,Mot vilka vi inte visar fientlighet.
"Quanti no’ siamo,   in buona veritade,","Hur många är vi, i sanning,","Hur många av oss är vi egentligen,"
In difamarlo noi ci asottigliamo;,Vi förtalar varandra.,Vi går ner till förtal.
"E se, per aventura, noi sapiamo","Och om, av en slump, vi vet","Och om, lyckligtvis, vi vet"
"Com’e’ possa venire a dignitade,","hur det kan komma till värdighet,",hur han kan vinna ära.
"Nascosamente noi facciàn   tagliate,",Vi skar honom.,Vi gör skivor åt honom.
Sì che di quella via noi ’l ne gittiamo.,Så att vi kan få bort honom från den vägen.,Så att du kan sparka honom av vägen.
"E ciò facciamo   noi sì tracielato,",Och vi gör det så slugt,Och vi gör det på ett så smygande sätt.
"Ch’e’ non saprà per chui l’avrà perduto,","för att han inte skall få veta vem han har förlorat,",för att han inte skall få veta var hon var förskingrad.
Infin ch’e’ non ne fia di fuor gittato;,"till dess att den kastas ut,",Tills han blir relegerad.
"Ché, s’e’ l’avese da prima saputo,","För om han hade vetat det i början,","För om han hade vetat i förväg,"
Per aventura e’ si saria scusato,Han kanske skulle be om ursäkt.,Han kanske skulle ångra det.
Sì ch’i’ ne saria menzonier tenuto».,så att jag inte skulle behöva nämna det,så att jag inte skulle ha nämnt
"«Cotesta mi par gran dislealtate»,",Det låter väldigt oärligt.,Detta förefaller mig vara en stor illojalitet.
"Rispose Amore, «Or non credi tu ’n Cristo?».","Kärleken svarade: ""Tror ni inte på Kristus?","Kärleken svarade: ""Har du ingen tro på Kristus?"""
"«I’ non, chéd e’ sarà pover, e tristo","Det gör jag inte, för han kommer att vara fattig och ledsen.","Inte jag, för det blir melankoliskt och melankoliskt."
"Colu’, che viverà di lealtade,",den som kommer att leva av lojalitet,Den som kommer att leva med ärlighet.
"Sì ch’io non vo’ per me quelle ghignate,",Så mycket att jag inte vill ha de skratten för mig själv.,Så mycket att jag inte vill ha de skratten för mig själv.
"Ma, come ched i’ possa, i’ pur aquisto,","Men som jag kan, köp","Men, hur kan jag få, köpa"
Ché da nessun nonn-è volontier visto,eftersom ingen gillar att se,eftersom ingen villigt vill observera
"Colui, che man terrà di Povertate,","Den som tror på fattigdom,",Den som håller fast vid fattigdom.
"Anzi l’alunga ciascuno, ed incaccia,","och driver bort honom och driver bort honom,","Istället för att stöta bort honom, avvisa honom,"
"Già no•lli fia sì amico, né parente,","Han kommer aldrig att vara sin vän eller släkting,",Han kommer aldrig att vara sin vän eller granne.
Ch’egli il vega volontieri in faccia.,Jag är villig att se honom i ansiktet.,Jag är villig att möta honom ansikte mot ansikte.
"Sì ch’i’ vogl’anzi c’on mi sia ubidente,",Så mycket att jag vill vara lydig mot mig själv.,Så mycket som jag vill att han ska vara lydig.
"Come ch’io a Cristo   ne dispiaccia,",när det gäller Kristi misshag,när det gäller Kristus bedrövad
Ched eser in servagio della giente.,Att stå till folkets tjänst.,Att vara tillgänglig för befolkningen.
"Vedete che danari ànno usorieri,",Ni ser vilka pengar ockrarna har.,Ta reda på hur mycket långivare har.
"Siniscalchi, e provosti, e piatitori,","Sinishalkerna, provostarna och predikanterna,","Riddare, administratörer, sökande."
Che tutti quanti son gran piatitori:,"ja, allasammans äro de ynkliga.",att alla är stora böner
"E’ si son argogliosi molto, e fieri.",Och de är väldigt stolta och stolta.,De är extremt nöjda och skrytsamma.
"Ancor borghesi, sopra i cavalieri,","Även borgarna, ovanför riddarna,","Borgarna, ovanför adelsmännen, var också betydelsefulla."
Son ogi tutti quanti venditori,De är alla försäljare.,De är alla köpmän.
"Di lor derrate, e aterminatori,","av deras livsmedel och landare,",av deras förnödenheter och flygplan.
"Sì c’ognie gientil huon farà panieri,","för att alla män skall göra korgar,",Så mycket att varje riddare kommer att producera korgar.
"E’ conviene, ch’e’ vendan casa o terra",det är nödvändigt att de säljer hus eller mark,Det är nödvändigt att de handlar med hus eller fastigheter.
"Infin che i borghesi siar pagati,","till dess borgarna får sin lön,",Tills borgarna kompenseras.
Che giorno e notte gli tegnono in serra.,som dag och natt bevarar dem i växthuset.,som dag och natt bevarar dem i växthuset.
"Ma io, che porto panni devisati,","Men jag, som bär busiga kläder,","Jag, klädd i utslitna kläder."
"Fo creder lor che ciascheun sì erra,",Jag får dem att tro att alla har fel.,Jag får dem att anta att alla gör misstag.
E ’nganno ingannatori   e ingannati.,och bedrar både bedragare och bedragare.,och listiga både skurkarna och offren.
"Chi se ’n vuol adirar, sì se n’adiri,","Vem vill vara arg, vara arg,","Vem vill bli arg, vem blir arg?"
"Chéd i’ vi pur conterò ognie mio fatto,","Ty jag skall säga eder alla mina gärningar,",För jag ska visa dig alla mina handlingar.
"S’i’ dovess’eser istrutto intrafatto,","Om jag skulle bli undervisad innerst inne,",Om jag skulle bli välutbildad.
"O morto, a torto, com’ furo i martìri,","eller döda, orättmätigt, som martyrerna,","död, orättfärdigt, som helgonen"
"O discacciato,   com’e’ fu ’l buon siri","Eller utstött, liksom den gode Herren.","Förvisad, liksom herrn."
"Guillermo, che di Santo Amor fu stratto,","Guillermo, som släpades av helig kärlek,","Guillermo, som var överväldigad av gudomlig kärlek,"
"Così ’l conciò la mogle di Baratto,",Och Barattos hustru gav honom,Barattos fru förberedde det.
Però ch’e’ mi ronpea   tutti mie’ giri;,"därför att han bröt alla mina knän,",För att han förstörde alla mina planer.
"Chéd e’ sì fu per lei sì discacciato,","eftersom han var så körd för henne,",För att han var så långt borta från henne.
"E sol per verità, ch’e’ sostenea,","och bara för sanningens skull,",och bara för den sanning han bekände.
Ched e’ fu del reame isbandegiato.,som förvisades från riket.,Förvisad från kungariket.
"De mia vita fe’ libro, e sì legiea",Han gjorde en bok om mitt liv och läste den.,Han skrev en bok om min existens och stängde av den.
Ch’e’ non volea   ch’i’ gisse mendicato:,som inte ville att jag skulle leva tiggeri;,Han ville inte att jag skulle leva och tigga.
Verso mia madre troppo misprendea!,Hon hade för lite respekt för min mor!,Han hade för lite respekt för min mor!
Questo buonuon volea ch’i’ rinegasse,Den här goda mannen ville att jag skulle förneka,Den här mannen ville att jag skulle förneka mig själv.
"Mendichità e gisse lavorando,",Jag var tiggare och jag levde i arbete.,Fattigdom och du levde med dig själv.
S’i’ non avea che mia vita passando,Om jag inte hade mitt liv att passera,Om jag inte hade mitt liv att spendera
"Potesse, sanza c’altro domandasse.","kunde, utan att be om något annat.","kunde, utan att fråga något annat."
