Original,Translate,Translate_GPT_1
"Sì come t’ò di sopra sermonato,",Wie ich schon sagte:,"Wie ich bereits erklärt habe,"
E’ si sarebe il primo dispogliato,Und es wäre die erste ausgezogen,Und es wäre die erste ausgezogen
"Colui, che più cara mi tenesse.","Derjenige, der sich am meisten um mich gekümmert hat.","Die, die für mich am wertvollsten war."
"Di nessun mai pietà non mi prendesse,",Ich würde nie Mitleid mit jemandem haben.,"Von niemandem würde mich jemals Gnade nehmen,"
Ché ciaschedun vorrè’ aver disertato:,"Ich wünschte, ich hätte alle verlassen.",Weil ich jeden meiden wollte.
Ché sie ciertana ch’e’ nonn-è peccato,"Um sicher zu gehen, dass es keine Sünde ist","Um sicherzugehen, dass es kein Fehler ist"
"Punir la lor malatia, chi potesse.","Bestrafen Sie ihre Krankheit, wer könnte.","Um ihre Krankheit zu bestrafen, jeden, der es kann."
Ma e’ non dubitan guari mia minacia,Aber sie fürchten meine Drohung nicht sehr.,Sie haben keine Angst vor meiner Einschüchterung.
"Né non fan forza di cosa, ch’i’ dica,","Und sie zwingen nicht, was ich sage,","Sie denken nicht darüber nach, was ich sage."
Per ciò ch’è troppo crespa la mia facia.,Weil mein Gesicht zu frizzy ist.,Weil mein Gesicht zu faltig ist.
"Figliuola mia, se Dio ti benedica,","Meine Tochter, wenn Gott dich segne,","Meine Tochter, wenn Gott euch seinen Segen gewährt,"
"I’ non so chi vendetta me ne faccia,","Ich weiß nicht, wer mich rächt.","Ich weiß nicht, wer mir gerecht wird."
"Se non tu, ch’i’ per me son troppo antica.","Wenn nicht du, bin ich zu alt für mich.","Wenn nicht du, bin ich zu alt für mich."
"Molte volte mi disse quel ribaldo,","Viele Male hat er mir gesagt, dass der Dreckskerl","Viele Male hat er mir gesagt, dass Bösewicht"
"Per chu’ i’ ebi tanta pena e male,",Also hatte ich so viel Schmerz und Böses,Also fühlte ich große Traurigkeit und Leid.
Ched e’ verebe ancor tal   tenporale,dass ich immer noch der Zeit unterworfen sein würde,dass ich immer noch dem Gewitter ausgesetzt sein würde
Ched i’ avrei spesso fredo e caldo.,weil ich oft kalt und warm war.,Weil ich oft Schüttelfrost und Wärme hatte.
"Ben disse ver, quel conto ò i’ ben saldo;","Nun, er sagte, ich habe dieses Konto gut geregelt.","Nun, er sagte, ich habe die Rechnung gut bezahlt."
"Ma, per l’agio, ch’i’ ebi tanto e tale","aber für den Komfort, den ich so viel und so hatte","Aber zur Erleichterung, dass ich mich so sehr und so großartig fühlte."
Che tutto quanto il cuor mi ne trasale,dass mein ganzes Herz noch erschüttert ist,dass mein ganzes Herz immer noch aufgewühlt ist
"Quand’i’ rimenbro, si ritorna baldo.","Wenn ich darüber nachdenke, wird es kühn.","Wenn ich darüber nachdenke, werde ich wieder kühn."
"Giovane donna nonn-è mai oziosa,","Die junge Frau ist nie untätig,","Die junge Frau ist nie inaktiv,"
"Sed ella ben al fatto si ripensa,","Aber denken Sie gut an seine Taten,",Aber sieh dir seine Bewegungen genau an.
Per ch’ella sti’ a menar vita gioiosa.,so lebt ein freudiges Leben.,Also lebt er ein glückliches Leben.
"Ma’ ch’ella pensi a chieder sua dispensa,","Aber wenn er darüber nachdenkt, um Vergebung zu bitten,","Und wenn er um Vergebung bittet,"
"Sì ch’ella non si truovi sofrattosa,",damit er sich nicht in Schwierigkeiten befindet,Er ist also nicht in Schwierigkeiten.
Quando Vechieza vien poi chell’adesa.,"wenn das Alter kommt, um an ihnen festzuhalten.",Wenn das fortgeschrittene Alter an ihnen festhält.
"Or ti dirò, figluola mia cortese,","Jetzt werde ich es dir sagen, meine liebe Tochter,","Jetzt sage ich dir, meine liebe Tochter,"
"Po’ che parlar   possiamo per ligire,","denn wir können frei reden,",denn wir können ohne Grenzen diskutieren.
"E più arditamente, ver vo’ dire,","Und kühner, meine ich,","kühn, kühn,"
"Chennoi non solavàn, quest’è palese.","dass wir uns nicht nur ausruhen dürfen, das ist offensichtlich.",Natürlich dürfen wir uns nicht nur entspannen.
"Tu sì sa’ ben ch’i’ son d’istran paese,","Du weißt, dass ich aus einem fremden Land komme.","Du weißt ganz klar, dass ich aus einem fremden Land komme."
"E, s’i’ son messa qui per te nodrire,","Und wenn ich hier bin, um dich zu füttern,","Und wenn ich hier bin, um dich zu füttern,"
"Sì ti priego, figluola, chett’atire","Bitte, Tochter, dass du dich widmest","Bitte, Nachwuchs, du wendest dich an."
In saper guadagniar   ben tue spese.,"zu lernen, wie man gutes Geld für sich selbst zu machen.","lernen, wie man ein gutes Einkommen für sich selbst zu bekommen."
Non ch’i’ te dica ch’i’ voglia pensare,"Ich sage dir nicht, dass ich nachdenken will.","Ich sage dir nicht, dass ich nachdenken will."
"Chettu d’Amor per me sie ’nviluppata,","dass du in mich verliebt bist,","dass du von mir fasziniert bist,"
Ma tuttor sì te voglio ricontare,Aber ich will es dir immer sagen.,Aber ich will es dir immer sagen.
"La via ond’io dovrè’ esser andata,","der Weg, den ich gehen musste","Die Route, die ich nehmen musste."
"E ’n che maniera mi dovea menare,",und wie ich mich verhalten musste,und wie ich mich verhalten musste
Anzi che mia bieltà fosse passata.,bevor meine Schönheit verging.,Bevor mein Vermögen verschwand.
"Figluola mia, chi vuol gioir d’Amore,","Meine Tochter, die sich in der Liebe freuen will,","Meine Tochter, die sich freuen will in der Liebe,"
Convien ch’e’ sapia i suo’ comandamenti.,Er sollte seine Gebote kennen.,Er sollte seine Vorschriften kennen.
Ver è ched e’ ve n’à due dispiacienti:,"Es ist wahr, dass es zwei unzufrieden sind:",Es gibt zwar zwei Unzufriedene.
"Chi se ne ’nbriga,   sì fa gran follore.","Wen kümmert's, macht einen großen Aufruhr.","Wer sich wenig darum kümmert, macht ein großes Geräusch."
L’un dicie che ’n un sol luogo   il tu’ cuore,"Man sagt, dass dein Herz","Man behauptet, dass Ihr Herz"
"Tu metta, sanza farne partimenti;","Du stellst, ohne irgendwelche Teile zu machen;","Sie erzwingen, ohne mitzumachen."
L’altro vuol chessie largo in far presenti:,"Der andere möchte, dass du großzügig bist, wenn du Geschenke gibst:","Der andere will, dass du Gaben opferst."
"Chi di ciò ’l crede, falleria ancore.","Wer daran glaubt, wird wieder scheitern.","Diejenigen, die daran glauben, werden immer noch Unrecht haben."
"Inulla guisa, figlia, vo’ sia larga,","Auf keinen Fall, Tochter, ich will, dass du großzügig bist.","Unter keinen Umständen, Nachkommen, möchte ich, dass du großmütig bist."
Né che ’l tu’ cuor   tu metti in un sol luogo;,"und lege dein Herz nicht an einen Ort,",Setzen Sie nicht alle Ihre Hoffnungen an einen Ort.
"Ma, se mi credi, in più luoghi lo larga.","Aber wenn du mir glaubst, erweitere es an mehr Orten.","Wenn du mir jedoch vertraust, erweitere es in weitere Orte."
"Se dài presenti,   fa che vaglian poco:","Wenn ihr Geschenke gebt, macht sie wertlos:","Wenn du Geschenke gibst, mach sie billig."
"Che, s’e’ ti dona Lucca, dàgli Barga.","Wenn Lucca dir Geld gibt, gib ihm Barga.","Wenn Lucca zu dir passt, gib ihm Barga."
Così sarai tuttor   Donna-del-Guocho.,Also wirst du immer die Frau im Spiel sein.,Auf diese Weise wirst du immer die Königin des Spaßes sein.
"Donar   di femina si è gran follia,","Frauengeschenke zu geben, ist verrückt.",Weibliches Geschenk ist ein großer Wahnsinn.
Sed e’ non s’è un poco a gienti atrare,"Aber es ist nicht schlecht, Leute anzulocken.","Leute anziehen, aber es ist nicht unangenehm"
"Là dov’ella si creda su’ pro fare,","wo du denkst, dass du etwas tun kannst,","Wo du denkst, dass du eine Chance hast, etwas zu tun."
E che ’l su’ dono radoppiato le sia.,und dass sich dein Geschenk verdoppelt hat.,und dass das Geschenk vervielfacht wird.
Quella non tengh’i’ già per villania:,Das halte ich nicht aus Bosheit raus.,Das halte ich nicht aus Bosheit raus.
"Ben ti consento quel cotal donare,","Ich erlaube Ihnen, diese Art von Geschenk zu tun,","Ich erlaube Ihnen, diese Art von Geschenk zu machen."
"Chéttu non vi puo’, se non guadagnare;",denn ihr könnt nur gewinnen;,"Weil du keine andere Wahl hast, als ein Einkommen zu bekommen."
Gran senn’è a far   tal mercatantia.,"große Weisheit, um diese Ware zu machen.","Riesige Weisheit, diese Ware auszuführen."
"Agl’uomini lasciàn far   la largheza,","Wir erlauben Männern, großzügig zu sein,",Mögen die Menschen Großmut üben.
"Ché Natura la ci à, pez’è, vietata:",weil die Natur es für uns verboten hat;,weil die Natur es für uns verboten hat.
Dunque a femina farla si è senpieza;,"dann ist es für die Frauen leicht, dies zu tun.","Dann ist es für die Frauen leicht, es zu tun."
"Avegnia che ciascun’è sì afetata,","Und doch sind alle so angezogen,",Doch jeder ist so fasziniert.
"Che volontier di lei fanno straneza,","die gerne eine Ausnahme für dich machen,","die gerne eine Ausnahme für dich machen,"
Sed e’ non s’è alcuna disperata.,Aber es gibt keinen verzweifelten.,Aber es gibt keine Verwüstung.
"I’ lodo ben, se•ttu vuo’ far amico,","Ich bin froh, wenn du einen Freund machen willst,","Ich bin glücklich, wenn du eine Allianz schließen willst."
"Che ’l bel valletto, che tant’è piaciente,","von diesem hübschen Jungen, der so angenehm ist,","von diesem attraktiven jungen Mann, der so angenehm ist."
"Che de le gioie ti fecie presente,",der euch Gaben der Freude gegeben hat,der euch Freude bereitet hat
"E àtti amata di gran tenpo antico,","und der dich lange geliebt hat,",und der dich lange geliebt hat.
Chettu sì ll’ami; ma tuttor ti dico,Dass du ihn auch liebst; aber dennoch sage ich dir:,Daß ihr ihn auch anbetet; aber dennoch bekräftige ich euch
"Chettu no ll’ami troppo fermamente,","damit du ihn nicht zu fest liebst,",dass du ihn nicht zu sehr lieben solltest.
"Ma fa che degli altr’ami, sagiamente,","Aber stattdessen liebt er andere weise,",Stattdessen liebt er andere sorgfältig.
"Ché ’l cuor, che•nn’ama un sol, non val un fico.","Denn das Herz, das einen nicht liebt, ist keine Feige wert.","Weil ein Herz, das einem nicht treu ist, keinen Penny wert ist."
"Ed io te ne chiedrò degl’altri assai,",Und ich werde dich viel nach den anderen fragen.,Und ich werde dich öfter fragen.
"Sì che d’aver sarai   tuttor fornita,","Damit ihr versorgt werdet,",Also wirst du immer noch auf Lager sein.
Ed e’ n’andranno con pene e con guai.,Und sie werden mit Schmerz und Kummer verschwinden.,Sie werden sich mit Traurigkeit und Bedauern abwenden.
"Se ttu mi credi, e Cristo ti dà vita,","Wenn du mir glaubst und Christus dir das Leben schenkt,","Wenn du mir vertraust und Christus dir Existenz gibt,"
"Tu tti fodrai   d’ermine, e di vai,","Du wirst Pelz und Samt tragen,",Du wirst Fell und Satin tragen.
E la tua borsa fia tuttor fornita.,Und deine Tasche wird immer voll sein.,Und deine Tasche wird immer gefüllt sein.
"Buon acontar fa huon, c’abia danari,","Eine gute Punktzahl wird von denen gemacht, die das Geld haben,","Es ist gut, dass die Leute, die die Ressourcen haben, es tun."
Ma’ ched e’ sia chi ben pelar li saccia:,"Aber es ist besser, wenn du weißt, wie man sie gut behandelt:","Es ist jedoch besser für ihn zu wissen, wie man sie mit Geschick zu behandeln."
"Con quel cotal fa buon intrar in caccia,",Mit dieser Art wirst du viel Glück beim Jagen haben.,Mit dem Kerl wirst du in der Forschung erfolgreich sein.
Ma’ ched e’ no gli tenga troppo cari.,Aber sie interessieren sich nicht für sie.,Aber halte sie nicht für zu wichtig.
"L’acontanza a color, che•sson avari,","die Ausdauer derer, die geizig sind","die Beharrlichkeit derer, die beharrlich sind"
Sì par c’a Dio e al mondo dispiaccia:,"Tut Gott und der Welt leid,",Gott und die Menschheit sind traurig.
"Non dar mangiar a que’ cotali in taccia,",Füttern Sie die Kerle nicht im Geheimen.,Verfüttere sie nicht auf okkulte Weise.
Ché ’ pagamenti lor son troppo amari.,Weil ihre Zahlungen zu bitter sein werden.,Weil ihre Belohnungen zu schmerzhaft sein werden.
Ma fa' pur ch’e’ ti paghi inanzi mano:,"Aber vergewissern Sie sich, dass er Sie im Voraus bezahlt:","Stellen Sie sicher, dass Sie zuerst bezahlt werden."
"Ché, quand’e’ sarà ben volonteroso,","Denn wenn er will,","Warum, wenn er bereit ist"
"Per la fé, ched i’ do a san Giermano,","für den Glauben, den ich in San Germano habe","Für die Hingabe, die ich für San Germano habe"
E’ non potrà tener nulla nascoso.,Er wird nichts verbergen können.,Er kann nichts verbergen.
"Già tanto non fia sagio, né ciertano,","Es ist nicht weise, es ist nicht weise.","Ich weiß nicht, ich weiß nicht."
Sed e’ sarà di quel volonteroso.,Aber es wird von diesem Willigen sein.,Aber es wird der Klugscheißer sein.
"E quando sol’ a sol con lui sarai,","Und wenn du mit ihm allein bist,","Wenn du mit ihm allein bist,"
"Sì fa che•ttu gli facci saramenti,",Er soll ihm Komplimente machen.,"Vergewissern Sie sich, dass er mit ihm über Lob spricht."
"Che•ttu per suo’ danar non ti consenti,","Dass Sie sich nicht erlauben, Geld anzunehmen,","Dass Sie sich nicht erlauben, Geld zu nehmen."
"Ma sol per grande amor, che•ttu in lui ài.","aber nur für die große Liebe, die du für ihn hast.","sondern nur wegen der tiefen Hingabe, die du für ihn hast."
"S’e’ fosser mille, a ciascun lo dirai,","Wenn es tausend gäbe, würdest du jedem sagen:","Wenn es tausend gäbe, würden Sie jedem sagen:"
"E’ sì ’l te crederanno, que’ dolenti;","Und sie werden dir, den trauernden, glauben.","Sie vertrauen dir, den Niedergedrückten."
"E saccie far   sì che ciascuno adenti,","Und tun Sie es, damit Sie den Biss auf alle von ihnen,","Und du tust es, damit du ihnen allen deinen Willen aufbringst."
Insin c’a povertà gli metterai.,Bis du sie in Armut reduziert hast.,Bis du sie verarmt hast.
"Che ttu ssè tutta loro, dé’ giurare;","Sie müssen schwören, dass Sie alle von ihnen sind;","Du musst versprechen, dass du ganz ihrer bist;"
"Se tti spergiuri, nonn vi metter piato,","Wenn du dich beleidigst, wird es keine Gnade geben,","Wenn Sie sich zu einer falschen Erklärung verpflichten, wird es keine Gnade geben."
Ché Dio non se ne fa se non ghignare:,Weil Gott den Sprinkler nicht verspottet:,"Denn Gott macht sich nicht über die lustig, die streuen."
"Ché, sie ciertana, ch’e’ non è peccato,","Denn wenn es sicher ist, dass es keine Sünde ist,","Denn, wenn es unbestreitbar ist, dass es kein Fehler ist."
Chi si spergiura per voler pelare,"Wer streut, um zu täuschen",Wer schwört zu betrügen
"Colui, che fie di te così ingannato.","Der, der von dir getäuscht wurde.","Der, der von dir reingelegt wurde."
A gran pena può femina venire,Eine Frau kann große Schwierigkeiten haben,Eine Frau kann große Herausforderungen haben.
A buon capo di questa gente rea.,Um diese bösen Menschen zu führen.,Sehen Sie sich diesen bösen Menschen an.
"Dido non potte ritenere Enea,","Dido konnte Aeneas nicht halten,",Dido konnte Enea nicht unterdrücken.
"Ched e’ non si volesse pur fugire,",Weil er nur fliehen wollte.,Weil er nur fliehen wollte.
Che mise tanta pena in lui servire.,"Und er schmerzte so sehr, dass er ihm zu Diensten war.","Und er arbeitete hart, um sich seinem Dienst zu widmen."
Or che fecie Giesonaio de Medea?,Und was hat Jasonjay mit Medea gemacht?,Was haben Jason und Medea erreicht?
"Che per gl’incantamenti, che sapea,","Das für die Zaubersprüche, die er kannte,","Für die Magie, die er kannte,"
"Ela ’l sepe di morte guarentire,","Sie rettete ihn vor dem Tod,",Sie hielt ihn davon ab zu gehen.
"E’ po’ sì la lasciò, quel disleale.","Und dann verließ sie ihn, den Untreuen.",Und dann hat er den illoyalen verlassen.
"Undici figluoli, ched ella avea","Elf Kinder, die sie hatte","Elf Nachkommen, die sie besaß"
"Di lui, gli mise a morte, e fecie male;",Und er tötete sie von ihm und tat Böses.,Durch ihn tötete er sie und verletzte sie.
"Ma era tanto il ben, ch’ella volea,","Aber es war so gut, dass er sie wollte.","Aber es war die Zuneigung, die sie für sie empfand,"
Ch’ella lasciò tutta pietà carnale,Dass sie alles fleischliche Erbarmen hinterließ,Dass sie alles fleischliche Gefühl aufgegeben hat
"Per crucciar que’, che tanto le piacea.","Um die zu quälen, die sie so mochte.","Um die zu trauern, die sie sehr mochte."
"Molti d’assenpri dartene potrei,",Ich könnte Ihnen viele andere Beispiele nennen.,Ich könnte Ihnen noch viele weitere Beispiele nennen.
