Original,Translate,Translate_GPT_1
"Chéd i’ sarei doman troppo dolente,",Want morgen zou ik te verdrietig zijn.,want morgen zou ik te melancholisch zijn
Se•ttu pensassi a farmi villania».,"Als je denkt dat je me pijn gaat doen.""",Als je dacht dat je me pijn zou doen...
"«Per Dio merzé, messer, non vi dottate,","""Bij God beloont, twijfel niet,","Bij goddelijke genade, aarzel niet,"
"Chéd i’ vi do la fé, tal com’i’ porto,","dat ik je mijn woord geef, zoals ik het draag,","Ik verzeker je, transport."
Ched i’ vi terrò pura lealtate».,"dat ik uw trouw zuiver zal houden.""","""dat ik je onvoorwaardelijke loyaliteit zal tonen"""
"«Allor», sì disse Amor, «ogniò si’  acorto","""Dan,"" zei Liefde, ""iedereen bewapent zichzelf.","Toen verklaarde hij Liefde, ""Laat een ieder zich overgeven."
"D’armarsi con su’ arme devisate,",om zichzelf te bewapenen met zijn speciale wapens,Voorzien van zijn eigen unieke wapens.
"E vadasi al castel, che•ssì m’à morto».","En ga naar het kasteel dat me doodde.""","""en ga door naar het landhuis dat me overweldigde"""
A l’armadure ciaschedun si prese:,Iedereen nam zijn eigen harnas;,Iedereen nam zijn eigen harnas.
E’ sì s’armar co•molto gran valore,Ze hebben zichzelf met grote waarde bewapend.,Ze hebben zichzelf met grote moed uitgerust.
"Per dar a Gielosia pene e dolore,",Om jaloezie penis en pijn te geven,Jaloezie lijden en kwelling veroorzaken
Se contra lor stesse alle difese;,Als zij zich tegen zichzelf verdedigen.,Als ze zich zouden verdedigen.
"Ed alcun prese   scudo, altro pavese,","En sommigen namen schilden, sommige zwaarden,","Sommigen van hen namen schilden, andere scherpe voorwerpen."
"Ispade, e lancie, a molto gran romore,",En speren met een groot geluid.,en gooit met grote donder.
Diciendo ciaschedun al Die d’Amore,Ze zeggen allemaal tegen de God van Liefde,het aanroepen van de Heer van Liefde
"Che quelle guardie saran morte, e prese.",Dat die bewakers gedood en gevangen genomen zouden worden.,Dat die bewakers vermoord en gevangen gezet zouden worden.
"Or sì vi conterò la contenenza,",Ik zal je vertellen wat er gebeurd is.,Ik zal je vertellen wat er gebeurd is.
Che Falsenbiante fecie in quella andata,wat Falsenbian op die manier deed,Wat Falsenbian op dat moment deed
Colla su’ amica Costretta-Astinenza:,met haar vriend Costretta-Astinenza:,Met haar geforceerde onthoudingsvriend.
"E’ non menar co•llor già giente armata,",Ze zijn niet verhuisd met die gewapende mensen.,Ze zijn niet verhuisd met die gewapende mensen.
"Ma come giente di gran penitenza,",Maar als een volk van grote boetedoening.,"Maar als mensen van grote berouw,"
Si mosser per fornir ben lor giornata.,Ze verhuisden om hen een goede dag te bezorgen.,Ze verhuisden om hen te voorzien van een prachtige dag.
"Astinenza Costretta, la primera,","Gedwongen onthouding, de eerste,","Gedwongen onthouding, de eerste"
"Sì si vestì di roba di renduta,","En hij kleedde zich met klederen, die hij opgegeven had.",Hij kleedde zich in bescheiden kleren.
"Velata che non fosse conosciuta,","omhuld om niet herkend te worden,",verborgen om niet te worden geïdentificeerd.
Con un i•man faciea preghera;,Met een rozenkrans in zijn hand bad hij;,Met een kroon van parels in zijn hand gesmeekt.
"La ciera sua non parea molto fera,","Zijn uiterlijk leek niet al te fel,",Zijn uiterlijk leek niet al te bedreigend.
Anz’era humile e piana divenuta.,"Voorwaar, hij was zeker nederig en eenvoudig geworden.",In plaats daarvan was hij vernederd en bescheiden geworden.
Al una filza avea penduta,Hij hing een rozenkrans om zijn nek.,Hij hing een gebedskroon om zijn nek.
"Di paternostri, e ’l laccio di fil iera;",van onze vader en een koord van ijzerdraad,Vaderlijk gebed en een metalen ketting.
Ed i•mano un bordone di ladorneccio,en in de hand een stok van dennenhout,en in de hand een houten sparrenriet
"Portava, il qual le donò ser Baratto:","Hij droeg, dat Mr. Baratto haar had gegeven:",Hij droeg wat Mr Baratto u gaf.
"Già non era di melo, né di leccio:",Het was noch appel noch steeneiken:,Het was geen appel of beuk.
"Il suocier le l’avea tagliato, e fatto;",De schoonvader had ze afgesneden en gemaakt.,Haar schoonvader had ze omgehakt en geproduceerd.
La scarsella avea piena di forneccio.,De tas zat vol gestolen goederen.,De tas zat vol gestolen goederen.
Ver’ Mala-Bocca andò per darli matto.,Hij ging naar Mala-Bocca om te flippen.,Hij ging naar Mala-Bocca om gek te worden.
"Falso-Senbiante, sì com’on di coro,","Vals-Senbian, als een kerkman","Vals-Senbisch, als een religieus man"
"Religioso, e di santa vita,",Religieus van het Heilige Leven,"Toegewijd, vroom, heilig."
S’aparechiò: e’ si avea vestita,"Hij was klaar, hij kleedde zich aan.","Hij bereidde zich voor, hij had zich aangekleed."
La roba frate Alberto d’Agi-moro;,met de kleren van broeder Alberto d'Agi-moro;,in de kleren van broeder Alberto d'Agi-moro.
Il su’ bordon non fu di secomoro,Zijn staf was geen sycamore.,Zijn stok was geen esdoorn.
Ma di gran falsità ben ripulita;,Maar de valsheid is goed gladgestreken.,maar van grote leugens goed gladgestreken.
La sua scarsella avea pien’ e fornita,zijn tas was vol en geleverd,Zijn tas was vol en goed gevuld.
Di tradigion più che d’argiento o d’oro;,van verraad in plaats van van zilver of goud;,van ontrouw in plaats van van van geld of rijkdom.
Ed una al collo tutta sola,En eentje om haar nek helemaal alleen.,Ella had zelf een ketting.
"Portava, in seno avea rasoio taglente,","Hij droeg, hij had een scherp scheermes in zijn boezem,","Hij droeg, hij had een scherp scheermes in zijn borst."
"Ch’e ’l fecie fabricare a Taglia-gola,","die hij in Tagliagola had gemaakt,",die hij in opdracht gaf in Tagliagola
Di che quel Malabocca maldiciente,waarmee die kwaadaardige kwaadaardige man,Met wie die kwaadaardige murmelaar
"Fu poi strangolato, ch’e’ tal gola","Hij werd toen gewurgd, omdat die keel",Hij werd toen gestikt door die nek.
Avea de dir male d’ognie giente.,Hij had altijd slechte woorden over iedereen.,Hij had altijd harde woorden over iedereen.
Così n’andaro in lor pellegrinagio,Toen lieten zij hun pelgrimstocht achter.,Ze begonnen hun pelgrimstocht.
La buona pellegrina e ’l pellegrino;,de goede pelgrim en de pelgrim.,De welwillende reiziger en de reiziger.
"Ver’ Mala-Bocca tener lor camino,","aan Malabossa hielden ze hun weg,",Naar Malabossa gingen ze op hun pad.
Ch’e’ troppo ben guardava su’ passagio.,die te goed op hun weg waakten.,die zorgvuldig toekeken op hun doorreis.
"E Falsenbiante, malizioso e sagio,","En Falsenbian, ondeugend en sluw.","Slim, sluw en kwaadaardig."
"Il salutò col capo molto chino,","Hij begroette hem met zijn hoofd zeer gebogen,",Hij begroette hem met een diepe boog.
"E’ sì gli dissi: «I’ son mastro divino,","En hij zeide tot hem: Waarlijk, ik ben een goddelijke leermeester.","Hij zei tegen haar: ""Ik ben een goddelijke instructeur,"
Sì siàn venuti a voi per ostellagio».,"Wij kwamen naar jou voor gastvrijheid.""",We kwamen naar je toe voor welkom.
"Mala-Bocca conobe ben Senbiante,",Mala-Bocca kende Senbiante goed.,Mala-Bocca was zich bewust van Senbiante.
Ma non ch’e’•ffose Falso; sì rispuose,Maar hij wist niet dat het vals was; hij antwoordde,Maar hij wist niet dat het valsheid was; hij antwoordde
C’ostel darebe lor: «Venite avante».,"Dat zou hem gastvrijheid geven: ""Kom naar voren.""","Dat zou hem gastvrijheid geven: ""Ga zitten."""
"Ad Astinenza molto mente puose,","Hij gaf veel aandacht aan onthouding,",Hij wijdde veel behandeling aan onthouding.
"Ch’e’ veduta l’avea per volte mante,",Die haar in het verleden gezien had.,die hij eerder had waargenomen.
Ma per Costretta già mai no•lla spuose.,Maar voor Constetta viel haar niets op.,Maar hij had nooit iets gemerkt voor Belligated.
Malabocca sì ’nchiede i pellegrini,Malabocca kerken naar pelgrims,Malabocca ondervroeg de reizigers
Di loro stato e di lor condizione;,hun status en toestand;,van hun situatie en positie.
E’ dimandò qual era la cagione,en vroeg wat de reden was,en vroeg wat de reden was
Ch’e’ gli andavan sì matti e sì tapini.,Dus ze werden zo gek en zo arm.,Dus ze werden zo gek en zo armzalig.
"Que’ disser: «No’ sì siàn mastri divini,","Zij zeiden: ""Wij zijn geen goddelijke leraren.","Zij zeiden: ""Wij zijn geen hemelse heersers."
E sì cierchiamo in ognie regione,en we zoeken in elke regio,Laten we elk gebied verkennen en alle gebieden doorzoeken.
"De l’anime, che vanno a perdizione,","zielen die verderf zaaien,","Zielen die uitsterven,"
Per rimenargli a lor dritti camini.,om ze weer op hun juiste pad te brengen.,Breng ze terug naar het juiste pad.
Or par che•ssia piaciuto al Salvatore,Nu lijkt het erop dat de Redder het leuk vond.,Nu lijkt het te zijn gewaardeerd door de Verlosser
"D’averci qui condotti per vo’ dire,","van ons hier te hebben gebracht om te spreken,",Om ons hierheen te leiden om te praten.
E gastigar del vostro grande errore,en om je grote fout te corrigeren,Corrigeer je grote fout.
S’e’ vi piacie d’intender e d’udire».,Als je wilt luisteren en horen.,Als jij het leuk vindt om te luisteren en te zien.
"O fatto, i’ sì son presto d’ubidire».",Ik ben klaar om te gehoorzamen.,Nu ben ik bereid te gehoorzamen.
"Astinenza sì cominciò a parlare,","Onthouding begon te spreken,",Hij begon te praten.
"E disse: «La vertude più sovrana,","Hij zei: ""De sterkste deugd.","En hij verkondigde: ""De hoogste kwaliteit"
"Che possa aver la criatura humana,",Opdat hij een menselijk schepsel zou hebben.,Dat een persoon bezit
Si è della sua lingua rifrenare.,is om zijn tong onder controle te houden.,Het is om op zijn speech te letten.
"Sovr’ogn’altra persona, a noi sì pare,","Voor ons lijkt het, meer dan wie dan ook,","Het lijkt ons, meer dan wie dan ook,"
Ch’esto peccato in voi fioriscie e grana;,Moge deze zonde in u floreren en zich vermenigvuldigen;,kan deze fout ontstaan en zich verspreiden in u.
"Se no ’l lasciate, egli è cosa ciertana","Als je hem niet verlaat, weet hij het zeker.","Als je hem niet in de steek laat, is het onvermijdelijk."
"Che nello ’Nferno vi conviene andare,",Dat je naar de hel moet lopen.,Dat je in de hel moet gaan.
Ché pez’à c’una truffola levaste,Omdat je met een bedrieger bedrogen hebt.,Want met een zwendel heb je je bedrogen.
"Sopra ’l valetto, che vo’ ben sapete.","De bediende, die je goed kent.","De dienaar, die je goed kent."
Con grande torto voi il difamaste,Met groot onrecht heb je hem belasterd.,Jullie hebben hem onrecht aangedaan.
"Ch’e’ non pensava a•cciò, che vo’ credete.",Hij zei dat hij niet nadacht over wat jij gelooft.,Hij zei dat hij niet in gedachten had wat jij denkt.
"Bellacoglienza tanto ne gravaste,","Bellacoglienza zo onderdrukt,","Warm welkom, zeer onderdrukt."
Ch’ella fu messa là ove vo’ vedete».,die is geplaatst waar je het ziet.,die is geplaatst waar je het ziet.
Udendo Mala-Bocca c’Astinenza,Malabocca horen die onthouding,Luisteren naar Malabocca dat onthouding
"Sì forte il biasimava, e riprendea,","Hij gaf hem de schuld zo hard,",Hij gaf hem de schuld zo zwaar.
"Sì•ssi crucciò, e disse ch’e’ volea",Hij rouwde en zei dat hij wilde,Hij treurde en verklaarde dat hij wilde
C’andasser fuor   della su’apartenenza:,"dat zij uit zijn huis zouden gaan,",Opdat zij zich van zijn verblijfplaats zouden afwenden.
«Vo’ credete coprir Bellacoglienza,"""Je denkt dat je Bellacoglienza dekt","""Je denkt dat je Bellacoglienza verbergt"
"Di ciò, che quel valetto far credea.",Voor wat die bediende zei dat hij gedaan had.,Voor wat die dienaar beweerde te hebben bereikt.
Bello dissi e dirò ch’ela volea,Ik zal je vertellen wat ze wilde.,Ik heb verklaard en herhaald dat zij
"Donargli il Fior, e quest’era sua ’ntenza.","Geef hem de Bloem, en dat was zijn bedoeling.","Geef hem de knop, en dat was zijn doel."
"Que’ lo ’nnerrò del bascio, quest’è cierto,","Hij heeft hem bedrogen met een kus, dat is zeker.","Hij speelde vals met een kus, dat is onbetwistbaar."
"Per ch’i’ vi dico, a voi divinatori,","Dus ik zeg jullie, jullie predikers,","Daarom dring ik er bij u, de sprekers, op aan."
Che questo fatto non fia già coverto.,dat dit feit nooit zal worden behandeld.,dat deze gebeurtenis nooit zal worden verborgen.
Vo’ mi parete due inganatori:,Je ziet eruit als twee boeven:,Je ziet eruit als twee oplichters.
"Andate fuor di casa, che ’n aperto","Ga weg van huis, voor openlijk","Begin van huis, voor duidelijk"
Vi dico ch’i’ non vo’ tapinatori».,"Ik zeg je, ik wil niet vals spelen.","Ik zeg je, ik wil geen oplichters."
Falso-Senbiante disse: «Per merzede,"Vals-Senbian zei: ""Alsjeblieft","Valse Simulator zei, ""Alsjeblieft,"
"Vi priego, Malabocca, c’ascoltiate;","Alsjeblieft, Malabocca, luister.","Ik smeek je, Kwaad, hoor."
"Ché, quand’uon conta pura veritate,","Want als iemand alleen de waarheid vertelt,","Want als iemand gewoon de realiteit vertelt,"
"Molt’è folle colu’, che no•lla crede.",Het is gekkenwerk dat het niet gelooft.,Het is gekkenwerk dat het niet accepteert.
Vo’ sete ben ciertano che•ll’uon non vede,Je weet zeker dat die man niets ziet.,Je bent er absoluut van overtuigd dat de mens het niet ziet.
Che ’l valletto vi porti nimistade;,Dat de bediende geen wrok tegen u heeft.,dat de dienaar geen wrok heeft
Sed egli amasse tanto l’amistade,Maar als hij zoveel van vriendschap hield...,Maar als hij vriendschap zo had gewaardeerd...
"Del Fior, quanto vo’ dite, a buona fede,","van de Bloem, zoals je zegt, met oprechtheid,","Del Fiore, zoals je zegt, met eerlijkheid."
"Egli à gran peza ch’e’ v’avria morto,",Hij zou goede redenen hebben gehad om je te vermoorden.,Hij zou grote redenen hebben gehad om je uit te schakelen.
Avendogli voi fatto tal oltraggio.,Hij heeft hem zo'n schande aangedaan.,Beledig hem zo erg.
"Ma non vi pensa e non si n’è acorto,",Maar hij denkt er niet aan en hij merkt het niet.,Maar hij denkt er niet aan en hij beseft het niet.
E tuttor sì vi mostra buon coragio:,"en laat je altijd goede moed zien,",en toont altijd goede waarde voor je.
"E’ servirebevi a dritto e a torto,",Hij dient jullie met recht en onrecht.,Je hebt rechtvaardig en onrechtvaardig nodig.
"Come que’ ch’è cortese, e prode, e saggio».","als zij die hoffelijk, dapper en wijs zijn.","Als vriendelijk, dapper en wijs."
Ser Malabocca si fu ripentuto,Ser Malabocca berouw betoond,Ser Malabocca betreurde het.
"Di ciò, ch’egli avea detto o perpensato,","van wat hij zei of dacht,",over wat hij zei of verwekte.
Ched e’ credette ben aver fallato;,geloven dat hij het mis had;,Ik ben ervan overtuigd dat ik een fout heb gemaakt.
Sì disse a Falsenbiante: «Il vostro aiuto,"Hij zei tegen Falsenbian: ""Uw hulp","zei tegen Falsenbian: ""Uw bijdrage"
"Convien ch’i’ agia, ch’i’ non sia perduto».","Het is passend dat ik dat heb, dat ik niet verloren ben.","Het is gunstig dat ik bezit, om niet verspreid te worden."
"E, mantenente si fu inginochiato,",En meteen knielde hij...,Instinctief boog hij.
E’ disse: «I’ si vogli’esser confessato,"en zei: ""Ik wil bekend worden.","""En hij verklaarde, ""Ik wil vrijgesproken worden."""
"D’ognie peccato,   che m’è avenuto».",van elke zonde die ik heb begaan,van elke overtreding die ik heb begaan
"Astinenza-Costretta il prese allora,",Onthouding-Coast nam hem toen mee.,Toen greep hij hem.
"Che•ss’era molto ben sobarcolata,","Omdat ze erg ervaren was,",Sinds ze erg ervaren was.
E Falsenbiante col rasoio lavora:,en Falsenbiante werkte met het scheermes:,Falsenbian was toegewijd aan het gebruik van het scheermes.
A Mala-Bocca la gola à tagliata.,In Malabocia wordt de keel doorgesneden,In Malabocia wordt de keel doorgesneden
E po’ ruper la porta san’ dimora:,Toen braken ze de deur naar het huis.,Toen braken ze door de deur van het huis.
Largheza e Cortesia l’àno passata.,en breedte en hoffelijk passeren,Ruimheid en vriendelijkheid zullen het doorgeven.
