Original,Translate_IT
"Taciti, soli, sanza compagnia n'andavam l'un dinanzi e l'altro dopo, come frati minor vanno per via","Taciti, soli e senza compagnia, ce ne andavamo uno davanti, l’altro dietro, come i frati minori vanno per strada"
" Vòlt'era in su la favola d'Isopo lo mio pensier per la presente rissa, dov'el parlò de la rana e del topo", La rissa tra i diavoli appena scoppiata mi fa-ceva pensare alla favola di Esopo che parla della ra-na e del topo
" ché più non si pareggia 'mo' e 'issa' che l'un con l'altro fa, se ben s'accoppia principio e fine con la mente fissa"," E non sono uguali le parole “mo” e “issa”, cioè “adesso”, più di quanto un esempio fa con l’altro, se si accoppiano con la mente attenta l’inizio e la fine della favola e della rissa dei diavo-li"
" E come l'un pensier de l'altro scoppia, così nacque di quello un altro poi, che la prima paura mi fé doppia"," E come un pensiero nasce all’improvviso da un altro, così da quello nacque poi un altro pensiero che raddoppiò la prima paura"
" Io pensava così: 'Questi per noi sono scherniti con danno e con beffa sì fatta, ch'assai credo che lor nòi", Io pensavo così: «Per causa nostra i diavoli sono stati scherniti con danno e beffa e credo proprio che si siano davvero infuriati
" Se l'ira sovra 'l mal voler s'aggueffa, ei ne verranno dietro più crudeli che 'l cane a quella lievre ch'elli acceffa'"," Se l’ira si aggiunge alla malvagità, essi ci verranno dietro più crudeli del cane contro la lepre che azzanna…» Ormai mi sentivo rizzare tutti i peli dalla paura e mi voltavo indietro con ansia, quando io dissi: «O maestro, se non nascondi te e me immediatamen-te, io ho paura dei Malebranche"
" Già mi sentia tutti arricciar li peli de la paura e stava in dietro intento, quand'io dissi: “Maestro, se non celi te e me tostamente, i' ho pavento d'i Malebranche", Noi li abbiamo già alle spalle ed io li immagino al punto che già li sen-to
 Noi li avem già dietro,"» Ed egli: «Se io fossi uno specchio, mostrerei l’immagine del tuo corpo con la stessa rapidità con cui mostrerei l’immagine dei tuoi pensieri"
" io li 'magino sì, che già li sento”"," Proprio ora leggevo i tuoi pensieri e li vedevo del tutto simili ai miei, per-ciò con entrambi giunsi alla stessa conclusione"
" E quei: “S'i' fossi di piombato vetro, l'imagine di fuor tua non trarrei più tosto a me, che quella dentro 'mpetro"," Se la sponda di destra declina così dolcemente che noi possiamo scendere nell’altra bolgia, noi sfuggiremo alla caccia che tu immagini»"
" Pur mo venieno i tuo' pensier tra ' miei, con simile atto e con simile faccia, sì che d'intrambi un sol consiglio fei"," L’arrivo dei Malebranche Non ebbe il tempo di completare il ragionamento, perché io vidi i Malebranche venire ad ali spiegate non molto lontano, per volerci catturare"
" S'elli è che sì la destra costa giaccia, che noi possiam ne l'altra bolgia scendere, noi fuggirem l'imaginata caccia”"," La mia guida mi afferrò subito, come la madre che è sve-gliata da rumore e vede le fiamme accese vicino a sé, prende il figlio e fugge senza fermarsi, preoccu-pandosi più di lui che di se stessa, anche se veste soltanto una camicia"
" Già non compié di tal consiglio rendere, ch'io li vidi venir con l'ali tese non molto lungi, per volerne prendere"," E giù dalla cima dell’argine roccioso si lasciò cadere supino lungo la roccia del pendio, che chiude l’altra bolgia da uno dei due lati"
" Lo duca mio di sùbito mi prese, come la madre ch'al romore è desta e vede presso a sé le fiamme accese, che prende il figlio e fugge e non s'arresta, avendo più di lui che di sé cura, tanto che solo una camiscia vesta"," L’acqua non corse mai tanto veloce lungo un con-dotto per far girare la ruota di un mulino di terra, quando essa è più vicina alle pale dove è più veloce, come il mio maestro scese lungo quell’argine, por-tando me sopra il suo petto come se fossi suo figlio, non come fossi suo compagno"
" e giù dal collo de la ripa dura supin si diede a la pendente roccia, che l'un de' lati a l'altra bolgia tura"," Non appena i suoi piedi toccarono il fondo della bolgia, i diavoli giun-sero sull’argine sopra di noi, ma a quel punto non c’era motivo di temerli, perché la Provvidenza divi-na, che li volle porre come custodi della quinta bol-gia, vietò a tutti di potersi allontanare da essa"
" Non corse mai sì tosto acqua per doccia a volger ruota di molin terragno, quand'ella più verso le pale approccia, come 'l maestro mio per quel vivagno, portandosene me sovra 'l suo petto, come suo figlio, non come compagno", Gli ipocriti Laggiù trovammo una gente dipinta (=gli ipocriti) che andava in tondo con passi assai lenti
" A pena fuoro i piè suoi giunti al letto del fondo giù, ch'e' furon in sul colle sovresso noi", Piangeva-no e avevano l’aspetto di chi è sopraffatto dalla stanchezza
" ma non lì era sospetto: ché l'alta provedenza che lor volle porre ministri de la fossa quinta, poder di partirs'indi a tutti tolle", Indossavano cappe che avevano i cap-pucci abbassati davanti agli occhi e che erano simili a quelle che a Cluny i monaci confezionano per sé
" Là giù trovammo una gente dipinta che giva intorno assai con lenti passi, piangendo e nel sembiante stanca e vinta"," Di fuori sono dorate, tanto che abbagliano, ma den-tro sono tutte di piombo"
" Elli avean cappe con cappucci bassi dinanzi a li occhi, fatte de la taglia che in Clugnì per li monaci fassi"," E sono tanto pesanti che, in confronto, quelle che Federico II metteva ai traditori erano leggere come la paglia"
" Di fuor dorate son, sì ch'elli abbaglia", E quel mantello a-vrebbe pesato per l’eternità
" ma dentro tutte piombo, e gravi tanto, che Federigo le mettea di paglia"," Noi ci volgemmo anco-ra a sinistra insieme con loro, ascoltando il loro pianto angoscioso, ma a causa del peso quella gente tormentata camminava così piano, che noi avevamo nuova compagnia ad ogni passo"
 Oh in etterno faticoso manto," Perciò dissi alla mia guida: «Cerca di trovare qualcuno che sia conosciuto per le azioni o per il nome e, mentre camminiamo, muovi gli occhi intorno a te…» Catalano de’ Catalani e Loderingo degli Andalò Un dannato, che sentì il mio accento toscano, gridò dietro di noi: «Fermate i piedi, voi, che correte così veloci in quest’aria oscura"
" Noi ci volgemmo ancor pur a man manca con loro insieme, intenti al tristo pianto", Forse tu avrai da me quello che tu chiedi
" ma per lo peso quella gente stanca venìa sì pian, che noi eravam nuovi di compagnia ad ogne mover d'anca",» Perciò la mia guida si volse e disse: «Aspèttalo e poi procedi secondo il suo passo
" Per ch'io al duca mio: “Fa che tu trovi alcun ch'al fatto o al nome si conosca, e li occhi, sì andando, intorno movi”","» Mi fermai e vidi due dannati che con il viso mostra-vano una gran fretta d’animo di raggiungermi, ma li rallentava il peso delle cappe e la via stretta"
" E un che 'ntese la parola tosca, di retro a noi gridò: “Tenete i piedi, voi che correte sì per l'aura fosca"," Quan-do ci raggiunsero, mi guardarono a lungo di traver-so, senza parlare"
 Forse ch'avrai da me quel che tu chiedi”," Poi si rivolsero l’un all’altro e si dissero: «Costui appare vivo, perché muove la gola e respira"
" Onde 'l duca si volse e disse: “Aspetta, e poi secondo il suo passo procedi”"," E, se son morti, per quale privilegio se ne vanno in giro senza indossare la cappa di piombo?» Poi mi dissero: «O toscano, che sei venuto nella trista compagnia degli ipocriti, non rifiutarti di dirci chi sei"
" Ristetti, e vidi due mostrar gran fretta de l'animo, col viso, d'esser meco",» Ed io a loro: «Io sono nato e cresciuto nella grande città che sor-ge sopra il bel fiume Arno e sono qui con il corpo che ho sempre avuto
 ma tardavali 'l carco e la via stretta," Ma chi siete voi, a cui il dolo-re, come io vedo, fa versare tante lacrime giù per le guance? E quale pena vi affligge sotto cappe così sfavillanti?» Uno dei due mi rispose: «Le cappe dorate sono di piombo e sono così grosse, che i pesi eccessivi fanno cigolare nello stesso modo le bilance"
" Quando fuor giunti, assai con l'occhio bieco mi rimiraron sanza far parola", Fummo frati godenti e siamo nati a Bolo-gna
" poi si volsero in sé, e dicean seco: “Costui par vivo a l'atto de la gola", Io mi chiamo Catalano de’ Catalani e questo è Loderingo degli Andalò
" e s'e' son morti, per qual privilegio vanno scoperti de la grave stola?”"," Fummo chiamati insieme dalla tua città, mentre di solito si chiama un solo magistrato, per conservare la pace"
" Poi disser me: “O Tosco, ch'al collegio de l'ipocriti tristi se' venuto, dir chi tu se' non avere in dispregio”"," E fummo così di parte, che ancora si vede la rovina delle case degli Uberti presso la torre del Gardingo»"
" E io a loro: “I' fui nato e cresciuto sovra 'l bel fiume d'Arno a la gran villa, e son col corpo ch'i' ho sempre avuto"," Caifa e Anna Io cominciai: «O fratelli, le vostre pene"
" Ma voi chi siete, a cui tanto distilla quant'i' veggio dolor giù per le guance? e che pena è in voi che sì sfavilla?”",
" E l'un rispuose a me: “Le cappe rance son di piombo sì grosse, che li pesi fan così cigolar le lor bilance",
" Frati godenti fummo, e bolognesi","», ma non dissi altro, perché il mio occhio corse a un dannato, crocifisso per terra con tre paletti di legno"
" io Catalano e questi Loderingo nomati, e da tua terra insieme presi come suole esser tolto un uom solingo, per conservar sua pace"," Quando mi vide, si contorse tutto, soffiando nella barba e sospirando"
" e fummo tali, ch'ancor si pare intorno dal Gardingo”"," Frate Catalano, che se ne accorse, mi disse: «Quel dannato, crocifisso per terra, che tu osservi è Caifa, il gran sacerdote"
" Io cominciai: “O frati, i vostri mali"," Consigliò i farisei che per la salvezza del popolo era necessario mettere in cro-ce un solo uomo, Gesù Cristo"
," È posto nudo di tra-verso nella via, come tu vedi, ed è opportuno che sia schiacciato dal peso di chiunque lo oltrepassi"
," Allo stesso modo in questa bolgia è punito Anna, suo suo-cero, e tutti gli altri sacerdoti dell’assemblea, che causarono ai giudei grandi sventure»"
”," Allora io vidi Virgilio meravigliarsi davanti a Caifa, che era disteso sulla croce in modo tanto infame nell’eterna dannazione"
" ma più non dissi, ch'a l'occhio mi corse un, crucifisso in terra con tre pali"," L’inganno di Malacoda Poi si rivolse al frate: «Non vi dispiaccia, se potete, di dirci se a destra c’è un qualche passaggio che ci permetta di uscire da qui senza costringere gli angeli neri a venire a por-tarci via da questa bolgia"
" Quando mi vide, tutto si distorse, soffiando ne la barba con sospiri","» Allora rispose: «Più di quanto tu speri è vicino uno dei ponti che partono dal cerchio esterno e passano sopra tutte le bolge tormentate, salvo che in questa bolgia è crolla-to e non la sovrasta"
" e 'l frate Catalan, ch'a ciò s'accorse, mi disse: “Quel confitto che tu miri, consigliò i Farisei che convenia porre un uom per lo popolo a' martìri", Potete salire su per la frana di rocce che giace sul pendio e si è ammassata sul fon-do»
" Attraversato è, nudo, ne la via, come tu vedi, ed è mestier ch'el senta qualunque passa, come pesa, pria"," La mia guida rimase un po’ a testa china a riflettere, poi disse: «Malacoda, che uncina i peccatori dell’altra bolgia, mi ha informato male…» Ed il frate: «Io ho già sentito dire a Bologna che il diavolo ha molti vizi"
" E a tal modo il socero si stenta in questa fossa, e li altri dal concilio che fu per li Giudei mala sementa”", Tra di essi udii che è bugiardo e padre di ogni menzogna
 Allor vid'io maravigliar Virgilio sovra colui ch'era disteso in croce tanto vilmente ne l'etterno essilio,"» Subito dopo la mia guida se ne andò a grandi passi, con l’aspetto di chi è un po’ turbato dalla collera"
" Poscia drizzò al frate cotal voce: “Non vi dispiaccia, se vi lece, dirci s'a la man destra giace alcuna foce onde noi amendue possiamo uscirci, sanza costrigner de li angeli neri che vegnan d'esto fondo a dipartirci”", Anch’io mi allontanai dai dannati gravati dalle cap-pe di piombo per andar dietro alle orme dei suoi cari passi
" Rispuose adunque: “Più che tu non speri s'appressa un sasso che da la gran cerchia si move e varca tutt'i vallon feri, salvo che 'n questo è rotto e nol coperchia",
"In quella parte del giovanetto anno che 'l sole i crin sotto l'Aquario tempra e già le notti al mezzo dì sen vanno, quando la brina in su la terra assempra l'imagine di sua sorella bianca, ma poco dura a la sua penna tempra, lo villanello a cui la roba manca, si leva, e guarda, e vede la campagna biancheggiar tutta","In quel periodo dell’anno appena iniziato, in cui il Sole intiepidisce i raggi sotto l’Acquario e le notti si avvicinano alla durata dei giorni (=dal 21 gennaio al 18 febbraio), quando la brina sulla Terra è l’imma-gine della neve, la sua bianca sorella, anche se ben presto si scioglie, il contadino, a cui manca il forag-gio, si alza e guarda fuori, e vede tutta la campagna imbiancata"
" ond'ei si batte l'anca, ritorna in casa, e qua e là si lagna, come 'l tapin che non sa che si faccia"," Perciò si batte il fianco disperato, ritor-na in casa e si lagna andando qua e là, come un po-veraccio che non sa che cosa fare"
" poi riede, e la speranza ringavagna, veggendo 'l mondo aver cangiata faccia in poco d'ora, e prende suo vincastro e fuor le pecorelle a pascer caccia"," Poi ritorna fuori e riacquista la speranza, poiché vede che il mondo in poco tempo ha cambiato faccia e la brina si è sciol-ta"
" Così mi fece sbigottir lo mastro quand'io li vidi sì turbar la fronte, e così tosto al mal giunse lo 'mpiastro", Prende il suo bastone e spinge le pecore fuori dell’ovile a pascolare
" ché, come noi venimmo al guasto ponte, lo duca a me si volse con quel piglio dolce ch'io vidi prima a piè del monte"," Allo stesso modo il maestro mi fece sbigottire quan-do io lo vidi con la fronte così turbata, e altrettanto rapidamente giunse il rimedio al male, perché, come noi venimmo al ponte franato, la mia guida si rivolse a me con l’aspetto dolce che io vidi la prima volta ai piedi del colle"
